Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Brain-Vascular-Propofol-Concentration(ug/mL)	Fat-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Fat-Vascular-Propofol-Concentration(ug/mL)	LeftKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Propofol-Concentration(ug/mL)	RightKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Propofol-Concentration(ug/mL)	Liver-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Liver-Vascular-Propofol-Concentration(ug/mL)	Propofol-MassInBody(ug)	Propofol-PlasmaConcentration(ug/mL)	Propofol-RemainingSystemicMassCleared(ug)	Propofol-Kidneys-PartitionCoefficient	Propofol-Brain-PartitionCoefficient	Propofol-RightLung-PartitionCoefficient	Propofol-LeftLung-PartitionCoefficient	Propofol-Liver-PartitionCoefficient	Propofol-Bone-PartitionCoefficient	Propofol-Fat-PartitionCoefficient	Propofol-Skin-PartitionCoefficient	Propofol-Muscle-PartitionCoefficient	Propofol-Spleen-PartitionCoefficient	Propofol-Gut-PartitionCoefficient	Propofol-Myocardium-PartitionCoefficient	Propofol-Liver-MassCleared(ug)	Propofol-Liver-MassExcreted(ug)	Propofol-Kidneys-MassCleared(ug)	Propofol-Kidneys-MassExcreted(ug)	
285.133	78467.8	87.0968	64.9081	5135.33	34092.6	100.279	91.3729	107.288	69.9443	5653.28	737.89	5.21949	5.68194	0	0.284665	0.317833	0	2361.25	0.0367687	0	11.0537	0.764837	37.0818	33.0872	142159	1708.84	0.833597	0.0400333	0.0400333	168.993	129.252	17.9037	48.9888	16.6553	48.6281	1033.23	18.3361	48.8714	1033.23	18.223	48.8799	174.097	37.9904	2.501	0	2.501	0	0.260148	-2.5036	0	0.8315	12.7888	1.69555	2.36102	1.74829	0	3.54011	0	3.54011	11.9672	1.11449	193740	3.77456	5801.2	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	89.4536	369.35	0	nan
286.144	78467.8	87.0968	64.8704	5135.13	34092.8	89.8209	91.3713	107.285	69.9502	5650	737.89	5.26922	5.68032	0	0.282312	0.314207	0	2361.25	0.0367687	0	11.0537	0.761723	37.082	33.0872	196144	1095.8	1.23775	0.0400333	0.0400333	167.087	127.274	17.8256	47.6424	16.576	48.5468	1033.23	18.2409	48.7414	1033.23	18.1282	48.7355	174.097	37.9904	2.50115	0	2.50115	0	0.286269	10.1086	0	0.831387	12.807	1.69079	2.36479	1.74529	0	3.50126	0	3.50126	11.9832	1.11367	193733	3.77153	5805.78	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	89.9541	371.271	0	nan
287.156	78467.8	87.0968	64.8395	5134.95	34093	69.9694	91.3751	107.29	69.9586	5647.32	737.89	5.18773	5.67918	0	0.280586	0.315118	0	2361.25	0.0367687	0	11.0537	0.75959	37.0823	33.0873	136698	674.176	0.812823	0.0400333	0.0400333	165.812	125.949	17.7543	47.9516	16.4329	48.6729	1033.23	18.1405	48.845	1033.23	18.0282	48.8487	174.097	37.9904	2.50034	0	2.50034	0	0.238141	-2.14631	0	0.830856	12.8223	1.68664	2.36797	1.7427	0	3.50146	0	3.50146	11.9986	1.11128	193726	3.75728	5810.35	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	90.4552	373.13	0	nan
288.167	78467.8	87.0968	64.796	5134.78	34093.2	97.2538	91.3968	107.321	69.9825	5643.52	737.89	5.29519	5.67814	0	0.277087	0.314091	0	2361.25	0.0367687	0	11.0537	0.761404	37.0825	33.0873	207353	1394.23	1.13535	0.0400333	0.0400333	166.915	127.09	17.6299	47.5689	16.4047	48.6541	1033.23	18.0397	48.9288	1033.23	17.9282	48.9342	174.097	37.9904	2.50081	0	2.50081	0	0.275669	1.43874	0	0.831094	12.8403	1.68729	2.3717	1.74031	0	3.49168	0	3.49168	12.0145	1.11067	193719	3.76365	5814.92	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	90.9569	375.05	0	nan
289.178	78467.8	87.0968	64.7818	5134.59	34093.3	73.8998	91.4135	107.344	69.9977	5642.29	737.89	5.17267	5.67812	0	0.275371	0.315163	0	2361.25	0.0367687	0	11.0537	0.759304	37.0827	33.0873	150197	724.159	0.974475	0.0400333	0.0400333	165.661	125.787	17.5352	47.9348	16.3066	48.6372	1033.23	17.9439	48.8598	1033.23	17.8325	48.8612	174.097	37.9904	2.4998	0	2.4998	0	0.246976	-0.940601	0	0.830476	12.8561	1.68238	2.37501	1.73757	0	3.49034	0	3.49034	12.03	1.10862	193712	3.74714	5819.48	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	91.4593	376.926	0	nan
290.189	78467.8	87.0968	64.7647	5134.43	34093.5	105.814	91.4555	107.402	70.0331	5640.79	737.89	5.26574	5.67873	0	0.271907	0.315039	0	2361.25	0.0367687	0	11.0537	0.761413	37.0829	33.0874	199467	1783.83	1.08402	0.0400333	0.0400333	166.943	127.112	17.4175	47.884	16.1951	48.7371	1033.23	17.8432	49.0064	1033.23	17.732	49.0148	174.097	37.9904	2.50009	0	2.50009	0	0.298518	0.757811	0	0.830747	12.8731	1.68421	2.37854	1.73544	0	3.48922	0	3.48922	12.0456	1.10758	193705	3.75437	5824.03	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	91.9624	378.827	0	nan
291.2	78467.8	87.0968	64.7601	5134.22	34093.7	78.4625	91.4794	107.433	70.0527	5640.39	737.89	5.19144	5.67925	0	0.270161	0.315184	0	2361.25	0.0367687	0	11.0537	0.758994	37.0831	33.0874	166874	798.933	1.07263	0.0400333	0.0400333	165.498	125.612	17.361	47.9102	16.0867	48.6727	1033.23	17.7489	48.875	1033.23	17.6377	48.874	174.097	37.9904	2.49941	0	2.49941	0	0.267587	-1.56594	0	0.830144	12.8897	1.6783	2.38199	1.73253	0	3.47951	0	3.47951	12.0612	1.10594	193698	3.73831	5828.58	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	92.4661	380.724	0	nan
292.211	78467.8	87.0968	64.7553	5134.07	34093.8	107.411	91.5303	107.499	70.0945	5639.98	737.89	5.23181	5.68044	0	0.266881	0.315737	0	2361.25	0.0367687	0	11.0537	0.761406	37.0833	33.0874	174831	1970.07	0.973617	0.0400333	0.0400333	166.96	127.125	17.2076	48.0974	16.0161	48.7805	1033.23	17.6484	49.0594	1033.23	17.5379	49.0695	174.097	37.9904	2.49936	0	2.49936	0	0.289541	-0.47629	0	0.83026	12.9057	1.68042	2.38531	1.73056	0	3.48917	0	3.48917	12.0766	1.1044	193691	3.74139	5833.12	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	92.9704	382.606	0	nan
293.222	78467.8	87.0968	64.7538	5133.85	34094.1	83.7854	91.5561	107.531	70.1161	5639.85	737.89	5.2153	5.68101	0	0.264971	0.315179	0	2361.25	0.0367687	0	11.0537	0.758665	37.0835	33.0874	183225	914.394	1.16856	0.0400333	0.0400333	165.323	125.425	17.1348	47.8764	15.9108	48.7068	1033.23	17.5555	48.8735	1033.23	17.4453	48.8678	174.097	37.9904	2.49907	0	2.49907	0	0.278478	-2.02716	0	0.829828	12.923	1.67442	2.38891	1.72758	0	3.469	0	3.469	12.0922	1.10323	193684	3.72997	5837.65	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	93.4755	384.524	0	nan
294.233	78467.8	87.0968	64.75	5133.7	34094.2	100.66	91.6067	107.591	70.1595	5639.52	737.89	5.1979	5.68197	0	0.262105	0.318738	0	2361.25	0.0367687	0	11.0537	0.761483	37.0837	33.0875	143083	1718.51	0.838705	0.0400333	0.0400333	167.03	127.19	17.0436	49.1689	15.8108	48.8243	1033.23	17.4551	49.0706	1033.23	17.3454	49.0789	174.097	37.9904	2.49865	0	2.49865	0	0.25945	-2.50859	0	0.829632	12.9382	1.67543	2.39207	1.72559	0	3.49708	0	3.49708	12.1074	1.10121	193677	3.7248	5842.18	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	93.9811	386.393	0	nan
295.244	78467.8	87.0968	64.7469	5133.49	34094.4	90.0442	91.6307	107.618	70.1809	5639.25	737.89	5.24496	5.6823	0	0.259792	0.315136	0	2361.25	0.0367687	0	11.0537	0.758328	37.0839	33.0875	196981	1098.3	1.24389	0.0400333	0.0400333	165.145	125.234	16.941	47.8296	15.7282	48.7424	1033.23	17.3616	48.9353	1033.23	17.2525	48.9288	174.097	37.9904	2.49877	0	2.49877	0	0.277842	9.51363	0	0.82953	12.9561	1.67076	2.39578	1.72271	0	3.45893	0	3.45893	12.1231	1.10046	193670	3.72212	5846.7	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	94.4874	388.326	0	nan
296.256	78467.8	87.0968	64.7427	5133.31	34094.6	70.2225	91.6537	107.643	70.202	5638.88	737.89	5.16411	5.68251	0	0.258092	0.316042	0	2361.25	0.0367687	0	11.0537	0.756148	37.0841	33.0875	137589	678.223	0.817785	0.0400333	0.0400333	163.872	123.911	16.8415	48.138	15.6533	48.8685	1033.23	17.2629	49.0452	1033.23	17.1538	49.0489	174.097	37.9904	2.49795	0	2.49795	0	0.225056	-2.15138	0	0.829003	12.9711	1.66682	2.39891	1.72023	0	3.45938	0	3.45938	12.1382	1.09817	193664	3.70828	5851.21	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	94.9943	390.198	0	nan
297.267	78467.8	87.0968	64.7301	5133.13	34094.8	97.5013	91.6957	107.686	70.2424	5637.79	737.89	5.27032	5.68258	0	0.254638	0.315031	0	2361.25	0.0367687	0	11.0537	0.758003	37.0843	33.0876	208237	1396.45	1.14599	0.0400333	0.0400333	164.974	125.051	16.7329	47.7607	15.5106	48.8461	1033.23	17.1641	49.1286	1033.23	17.0551	49.134	174.097	37.9904	2.49841	0	2.49841	0	0.278963	1.43635	0	0.829253	12.9888	1.66759	2.40258	1.71796	0	3.45012	0	3.45012	12.1537	1.09762	193657	3.71482	5855.72	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	95.5019	392.131	0	nan
298.278	78467.8	87.0968	64.7216	5132.93	34095	74.1725	91.7148	107.705	70.2617	5637.04	737.89	5.14843	5.68243	0	0.252943	0.316098	0	2361.25	0.0367687	0	11.0537	0.755859	37.0845	33.0876	151139	728.489	0.980192	0.0400333	0.0400333	163.724	123.753	16.6711	48.1255	15.4492	48.8321	1033.23	17.0698	49.0603	1033.23	16.961	49.0617	174.097	37.9904	2.49736	0	2.49736	0	0.243406	-0.933304	0	0.828635	13.0044	1.66286	2.40583	1.71535	0	3.44905	0	3.44905	12.1689	1.09566	193650	3.69867	5860.22	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	96.0101	394.021	0	nan
299.289	78467.8	87.0968	64.7002	5132.76	34095.1	106.118	91.7489	107.736	70.2983	5635.18	737.89	5.24148	5.68181	0	0.249531	0.315975	0	2361.25	0.0367687	0	11.0537	0.75801	37.0847	33.0876	200488	1789.21	1.09006	0.0400333	0.0400333	165	125.072	16.5748	48.0754	15.3201	48.9317	1033.23	16.9713	49.2065	1033.23	16.8623	49.215	174.097	37.9904	2.49764	0	2.49764	0	0.283821	0.763633	0	0.828916	13.0212	1.66475	2.40931	1.71333	0	3.44818	0	3.44818	12.1842	1.09468	193643	3.70601	5864.71	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	96.519	395.937	0	nan
300.3	78467.8	87.0968	64.6876	5132.55	34095.3	78.7327	91.7642	107.749	70.3155	5634.08	737.89	5.16759	5.68136	0	0.247823	0.31613	0	2361.25	0.0367687	0	11.0537	0.75555	37.085	33.0876	167779	803.396	1.07839	0.0400333	0.0400333	163.566	123.582	16.4558	48.1048	15.2816	48.8669	1033.23	16.8785	49.0752	1033.23	16.7697	49.0741	174.097	37.9904	2.49693	0	2.49693	0	0.26099	-1.56029	0	0.828311	13.0374	1.65903	2.4127	1.71054	0	3.43877	0	3.43877	12.1995	1.09311	193636	3.69024	5869.2	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	97.0285	397.848	0	nan
301.311	78467.8	87.0968	64.6589	5132.39	34095.5	107.659	91.7918	107.771	70.3483	5631.58	737.89	5.20848	5.68025	0	0.244583	0.316699	0	2361.25	0.0367687	0	11.0537	0.757998	37.0852	33.0877	175649	1974.11	0.978519	0.0400333	0.0400333	165.016	125.082	16.3633	48.298	15.1933	48.9748	1033.23	16.7798	49.2591	1033.23	16.6715	49.2691	174.097	37.9904	2.49687	0	2.49687	0	0.268126	-0.473827	0	0.828433	13.0532	1.66114	2.41598	1.70867	0	3.44842	0	3.44842	12.2146	1.09162	193629	3.6934	5873.68	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.795	165.69	333.621	104.854	97.5386	399.746	0	nan
302.322	78467.8	87.0968	64.6432	5132.17	34095.7	84.0333	91.8044	107.781	70.3639	5630.22	737.89	5.19243	5.67962	0	0.242702	0.316131	0	2361.25	0.0367687	0	11.0537	0.75521	37.0854	33.0877	184013	918.784	1.17389	0.0400333	0.0400333	163.391	123.394	16.2988	48.0732	15.0255	48.9006	1033.23	16.6882	49.0727	1033.23	16.5804	49.0669	174.097	37.9904	2.49655	0	2.49655	0	0.27326	-2.03597	0	0.828001	13.0702	1.65531	2.41952	1.70581	0	3.42854	0	3.42854	12.2299	1.0905	193622	3.68223	5878.16	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	98.0494	401.679	0	nan
303.333	78467.8	87.0968	64.6102	5132	34095.9	100.814	91.8278	107.799	70.3937	5627.34	737.89	5.17587	5.67827	0	0.239886	0.319711	0	2361.25	0.0367687	0	11.0537	0.758032	37.0856	33.0877	143812	1719.42	0.84286	0.0400333	0.0400333	165.058	125.119	16.1604	49.3755	14.9334	49.0181	1033.23	16.5899	49.2692	1033.23	16.4823	49.2775	174.097	37.9904	2.49612	0	2.49612	0	0.255863	-2.50957	0	0.827808	13.0852	1.65636	2.42263	1.70393	0	3.45634	0	3.45634	12.2448	1.08855	193615	3.67723	5882.63	160.383	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	98.5608	403.563	0	nan
304.344	78467.8	87.0968	64.5931	5131.79	34096.1	90.2543	91.839	107.807	70.4082	5625.85	737.89	5.22316	5.67757	0	0.237603	0.316091	0	2361.25	0.0367687	0	11.0537	0.754849	37.0858	33.0877	197607	1102.23	1.24853	0.0400333	0.0400333	163.203	123.194	16.079	48.0271	14.8643	48.9356	1033.23	16.4976	49.1322	1033.23	16.3909	49.1256	174.097	37.9904	2.49622	0	2.49622	0	0.274786	9.4568	0	0.82771	13.1027	1.65184	2.42627	1.70117	0	3.41872	0	3.41872	12.2601	1.08782	193608	3.67471	5887.09	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	99.0728	405.511	0	nan
305.356	78467.8	87.0968	64.5759	5131.61	34096.3	70.4364	91.85	107.816	70.4224	5624.35	737.89	5.14332	5.67687	0	0.235919	0.316992	0	2361.25	0.0367687	0	11.0537	0.752614	37.086	33.0878	138331	681.919	0.821834	0.0400333	0.0400333	161.929	121.87	16.0102	48.334	14.7623	49.0618	1033.23	16.4005	49.2425	1033.23	16.2938	49.2461	174.097	37.9904	2.49539	0	2.49539	0	0.232614	-2.15257	0	0.827182	13.1175	1.64797	2.42935	1.6988	0	3.41914	0	3.41914	12.275	1.0856	193601	3.66114	5891.55	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	99.5855	407.397	0	nan
306.367	78467.8	87.0968	64.5415	5131.42	34096.5	97.6617	91.8717	107.834	70.4503	5621.36	737.89	5.24948	5.67552	0	0.232513	0.315985	0	2361.25	0.0367687	0	11.0537	0.754509	37.0862	33.0878	208714	1399.21	1.15027	0.0400333	0.0400333	163.028	123.006	15.8939	47.9578	14.6977	49.0384	1033.23	16.3036	49.3251	1033.23	16.197	49.3304	174.097	37.9904	2.49583	0	2.49583	0	0.255077	1.43888	0	0.82744	13.1349	1.64878	2.43296	1.69664	0	3.4101	0	3.4101	12.2902	1.08507	193595	3.66777	5896	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.62	104.854	100.099	409.344	0	nan
307.378	78467.8	87.0968	64.5246	5131.22	34096.7	74.3708	91.8829	107.844	70.4642	5619.89	737.89	5.12847	5.67488	0	0.23084	0.317043	0	2361.25	0.0367687	0	11.0537	0.75231	37.0864	33.0878	151773	732.293	0.984072	0.0400333	0.0400333	161.778	121.707	15.8286	48.3203	14.6191	49.0247	1033.23	16.211	49.2562	1033.23	16.1044	49.2576	174.097	37.9904	2.49478	0	2.49478	0	0.237629	-0.931534	0	0.826823	13.1502	1.64416	2.43616	1.69414	0	3.40903	0	3.40903	12.3051	1.08317	193588	3.65196	5900.44	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	100.613	411.249	0	nan
308.389	78467.8	87.0968	64.4917	5131.05	34096.8	106.255	91.906	107.864	70.4922	5617.02	737.89	5.22152	5.67368	0	0.227481	0.316918	0	2361.25	0.0367687	0	11.0537	0.754509	37.0866	33.0878	200958	1791.53	1.09315	0.0400333	0.0400333	163.051	123.023	15.6597	48.2698	14.5126	49.1244	1033.23	16.1136	49.4018	1033.23	16.0077	49.4102	174.097	37.9904	2.49505	0	2.49505	0	0.27633	0.769358	0	0.827113	13.1667	1.64598	2.43957	1.69221	0	3.40817	0	3.40817	12.3201	1.08222	193581	3.65939	5904.88	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	101.127	413.178	0	nan
309.4	78467.8	87.0968	64.4758	5130.83	34097	78.9172	91.918	107.875	70.5064	5615.63	737.89	5.14791	5.67313	0	0.225779	0.31707	0	2361.25	0.0367687	0	11.0537	0.751982	37.0868	33.0878	168285	807.615	1.0816	0.0400333	0.0400333	161.613	121.53	15.6349	48.298	14.375	49.0591	1033.23	16.022	49.27	1033.23	15.9161	49.2689	174.097	37.9904	2.49434	0	2.49434	0	0.258714	-1.55611	0	0.826508	13.1827	1.64035	2.44291	1.68953	0	3.39885	0	3.39885	12.3351	1.08069	193574	3.64396	5909.31	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	101.642	415.103	0	nan
310.411	78467.8	87.0968	64.4452	5130.67	34097.2	107.785	91.9428	107.899	70.5349	5612.97	737.89	5.18892	5.67212	0	0.222582	0.317649	0	2361.25	0.0367687	0	11.0537	0.754479	37.087	33.0879	176148	1975.71	0.981487	0.0400333	0.0400333	163.056	123.022	15.5466	48.495	14.3124	49.167	1033.23	15.9254	49.4534	1033.23	15.8197	49.4633	174.097	37.9904	2.49428	0	2.49428	0	0.274456	-0.469687	0	0.826638	13.1982	1.64243	2.44613	1.68774	0	3.40843	0	3.40843	12.3499	1.07924	193567	3.64726	5913.74	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	102.158	417.014	0	nan
311.422	78467.8	87.0968	64.4305	5130.44	34097.4	84.2074	91.9557	107.911	70.5494	5611.69	737.89	5.17266	5.67165	0	0.220728	0.317066	0	2361.25	0.0367687	0	11.0537	0.751624	37.0872	33.0879	184313	924.069	1.17609	0.0400394	0.0400394	161.432	121.336	15.4625	48.2649	14.235	49.0922	1033.23	15.8347	49.2666	1033.23	15.7295	49.2608	174.097	37.9904	2.49396	0	2.49396	0	0.266358	-2.04532	0	0.82621	13.2149	1.63674	2.44961	1.685	0	3.38885	0	3.38885	12.3649	1.07816	193560	3.63639	5918.16	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	102.675	418.96	0	nan
312.433	78467.8	87.0968	64.4021	5130.27	34097.6	100.943	91.982	107.937	70.5785	5609.22	737.89	5.15642	5.6708	0	0.217945	0.320656	0	2361.25	0.0367687	0	11.0537	0.754491	37.0874	33.0879	144385	1720.98	0.845885	0.0400333	0.0400333	163.086	123.047	15.3349	49.573	14.1395	49.2098	1033.23	15.738	49.4626	1033.23	15.6326	49.4709	174.097	37.9904	2.49353	0	2.49353	0	0.247629	-2.51268	0	0.826021	13.2296	1.63775	2.45266	1.68319	0	3.41629	0	3.41629	12.3795	1.07626	193553	3.63161	5922.58	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	103.192	420.857	0	nan
313.444	78467.8	87.0968	64.3884	5130.06	34097.8	90.4147	91.9955	107.95	70.5932	5608.02	737.89	5.20306	5.6704	0	0.215698	0.317024	0	2361.25	0.0367687	0	11.0537	0.751245	37.0877	33.0879	197743	1101.09	1.25019	0.0403187	0.0403187	161.24	121.131	15.256	48.2183	14.0246	49.1267	1033.23	15.6468	49.3229	1033.23	15.5422	49.3162	174.097	37.9904	2.49364	0	2.49364	0	0.267495	9.25415	0	0.82593	13.2469	1.63333	2.45624	1.68054	0	3.37924	0	3.37924	12.3946	1.07557	193546	3.6293	5926.99	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	103.709	422.818	0	nan
314.456	78467.8	87.0968	64.3749	5129.87	34098	70.6228	92.0091	107.964	70.608	5606.85	737.89	5.12381	5.67002	0	0.214038	0.317916	0	2361.25	0.0367687	0	11.0537	0.748921	37.0879	33.0879	138913	685.975	0.824793	0.0400333	0.0400333	159.948	119.789	15.1999	48.5228	13.9359	49.253	1033.23	15.5511	49.4351	1033.23	15.4466	49.4387	174.097	37.9904	2.49281	0	2.49281	0	0.22972	-2.15748	0	0.825403	13.2614	1.62953	2.45927	1.67825	0	3.37966	0	3.37966	12.4091	1.0734	193540	3.61604	5931.39	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	104.228	424.718	0	nan
315.467	78467.8	87.0968	64.3485	5129.68	34098.2	97.7953	92.0366	107.991	70.6377	5604.55	737.89	5.22932	5.66927	0	0.210688	0.316917	0	2361.25	0.0367687	0	11.0537	0.750894	37.0881	33.088	208926	1391.74	1.15487	0.0403765	0.0403765	161.064	120.942	15.0573	48.1492	13.8409	49.2275	1033.23	15.4556	49.5171	1033.23	15.3514	49.5224	174.097	37.9904	2.49326	0	2.49326	0	0.259325	1.4393	0	0.82567	13.2785	1.63024	2.46282	1.67618	0	3.37068	0	3.37068	12.4241	1.0729	193533	3.62276	5935.79	160.383	420.466	39.2657	39.2657	263.241	460.24	595.541	200.648	161.795	165.69	333.62	104.854	104.747	426.678	0	nan
316.478	78467.8	87.0968	64.3355	5129.47	34098.4	74.5617	92.0504	108.005	70.6526	5603.42	737.889	5.10877	5.66891	0	0.209039	0.317964	0	2361.25	0.0367687	0	11.0537	0.748598	37.0883	33.088	152244	737.359	0.986747	0.0400333	0.0400333	159.791	119.619	14.98	48.5083	13.7625	49.215	1033.23	15.3638	49.4483	1033.23	15.2597	49.4496	174.097	37.9904	2.49221	0	2.49221	0	0.237265	-0.926209	0	0.825053	13.2936	1.62568	2.46596	1.67375	0	3.36962	0	3.36962	12.4386	1.07104	193526	3.60727	5940.18	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	105.266	428.595	0	nan
317.489	78467.8	87.0968	64.3097	5129.3	34098.5	106.418	92.078	108.032	70.6823	5601.17	737.889	5.20158	5.66819	0	0.205719	0.317833	0	2361.25	0.0367687	0	11.0537	0.750887	37.0885	33.088	201539	1792.79	1.09657	0.0400744	0.0400744	161.082	120.955	14.8464	48.4565	13.6387	49.3146	1033.23	15.2679	49.5934	1033.23	15.1642	49.6018	174.097	37.9904	2.49248	0	2.49248	0	0.268906	0.775309	0	0.825353	13.3098	1.62754	2.46932	1.6719	0	3.36886	0	3.36886	12.4534	1.07012	193519	3.61479	5944.57	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	105.786	430.538	0	nan
318.5	78467.8	87.0968	64.2968	5129.07	34098.8	79.1119	92.0917	108.045	70.6971	5600.04	737.889	5.12792	5.66782	0	0.204054	0.317989	0	2361.25	0.0367687	0	11.0537	0.748253	37.0887	33.088	168553	814.463	1.08339	0.0400333	0.0400333	159.622	119.438	14.7572	48.4857	13.5859	49.2489	1033.23	15.1772	49.4607	1033.23	15.074	49.46	174.097	37.9904	2.49177	0	2.49177	0	0.237288	-1.55485	0	0.824748	13.3255	1.62206	2.4726	1.66932	0	3.3598	0	3.3598	12.468	1.06864	193512	3.59966	5948.95	160.383	420.466	39.2657	39.2657	263.241	460.24	595.542	200.648	161.795	165.69	333.621	104.854	106.307	432.476	0	nan
