Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Brain-Vascular-Propofol-Concentration(ug/mL)	Fat-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Fat-Vascular-Propofol-Concentration(ug/mL)	LeftKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Propofol-Concentration(ug/mL)	RightKidney-Tissue-Propofol-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Propofol-Concentration(ug/mL)	Liver-Tissue-Propofol-ExtravascularConcentration(ug/mL)	Liver-Vascular-Propofol-Concentration(ug/mL)	Propofol-MassInBody(ug)	Propofol-PlasmaConcentration(ug/mL)	Propofol-RemainingSystemicMassCleared(ug)	Propofol-Kidneys-PartitionCoefficient	Propofol-Brain-PartitionCoefficient	Propofol-RightLung-PartitionCoefficient	Propofol-LeftLung-PartitionCoefficient	Propofol-Liver-PartitionCoefficient	Propofol-Bone-PartitionCoefficient	Propofol-Fat-PartitionCoefficient	Propofol-Skin-PartitionCoefficient	Propofol-Muscle-PartitionCoefficient	Propofol-Spleen-PartitionCoefficient	Propofol-Gut-PartitionCoefficient	Propofol-Myocardium-PartitionCoefficient	Propofol-Liver-MassCleared(ug)	Propofol-Liver-MassExcreted(ug)	Propofol-Kidneys-MassCleared(ug)	Propofol-Kidneys-MassExcreted(ug)	
168.856	78467.8	83.0769	72.0694	5149.82	34078.4	66.5215	87.3331	105.049	64.9519	5987.31	738.158	5.48918	6.0028	0	0.596805	0.301462	0	2361.25	0.0367687	0	11.0537	0.801421	37.0587	33.0765	123797	605.627	0.825255	0.0400333	0.0400333	194.103	155.558	31.4784	45.2808	29.3874	45.9379	1033.23	32.2593	46.116	1033.23	31.9769	46.1156	174.097	37.9904	2.52861	0	2.52861	0	0.36835	-0.685293	0	0.87063	10.5658	2.09722	1.88433	2.40312	0	4.38736	0	4.38736	9.80465	1.45192	194600	5.14758	5200.15	160.384	420.467	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	36.7923	163.029	0	nan
169.867	78467.8	83.0769	72.0187	5149.81	34078.4	103.302	87.4153	105.152	65.0256	5983.09	738.158	5.59126	6.00236	0	0.592603	0.30113	0	2361.25	0.0367687	0	11.0537	0.804064	37.0589	33.0766	189490	1758.01	1.02512	0.0400333	0.0400333	196.319	157.853	31.2695	45.147	29.2339	46	1033.23	32.0974	46.2562	1033.23	31.8208	46.2621	174.097	37.9904	2.52896	0	2.52896	0	0.468199	0.696995	0	0.870311	10.5899	2.0963	1.88982	2.38957	0	4.37288	0	4.37288	9.82846	1.44591	194592	5.13306	5206.57	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	37.2026	164.723	0	nan
170.878	78467.8	84.375	71.9997	5149.74	34078.5	76.3032	87.8097	105.208	65.5639	6074.97	738.158	5.53178	6.00978	0	0.590469	0.301275	0	2361.25	0.0367687	0	11.0537	0.801711	37.0591	33.0768	161397	751.332	1.04299	0.0400333	0.0400333	194.359	155.82	31.1864	45.1733	29.0834	45.9388	1033.23	31.9478	46.1046	1033.23	31.6768	46.0992	174.097	37.9904	2.5285	0	2.5285	0	0.444711	-1.91982	0	0.869493	10.6131	2.0839	1.89515	2.37532	0	4.35217	0	4.35217	9.85206	1.43912	194583	5.09607	5212.95	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	37.6138	166.414	0	nan
171.889	78467.8	84.375	71.5903	5149.72	34078.5	100.695	88.0442	105.484	65.7323	6040.44	738.158	5.53261	5.98054	0	0.5869	0.303575	0	2361.25	0.0367687	0	11.0537	0.80501	37.0593	33.077	133637	1830.23	0.78644	0.0400333	0.0400333	197.138	158.698	30.9999	45.9827	28.9605	46.0496	1033.23	31.7887	46.2886	1033.23	31.5222	46.2949	174.097	37.9904	2.52829	0	2.52829	0	0.424337	-2.18054	0	0.868978	10.6344	2.08369	1.9	2.36372	0	4.37589	0	4.37589	9.8751	1.43204	194575	5.07304	5219.29	160.384	420.467	39.2658	39.2658	263.242	460.242	595.543	200.648	161.796	165.69	333.622	104.854	38.026	168.079	0	nan
172.9	78467.8	83.0769	71.3978	5149.66	34078.6	88.8106	87.6282	105.357	65.2274	5931.51	738.158	5.60118	5.96271	0	0.58421	0.300995	0	2361.25	0.0367687	0	11.0537	0.801858	37.0595	33.0771	190673	1116.57	1.17123	0.0400333	0.0400333	194.497	155.959	30.8706	45.0348	28.8048	45.983	1033.23	31.6341	46.2825	1033.23	31.3738	46.2842	174.097	37.9904	2.5286	0	2.5286	0	0.427364	1.08008	0	0.868434	10.6591	2.07284	1.90562	2.34945	0	4.32064	0	4.32064	9.89877	1.42647	194566	5.04893	5225.59	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	38.4392	169.801	0	nan
173.911	78467.8	83.0769	71.343	5149.61	34078.6	68.8677	87.3545	104.957	65.1109	5926.96	738.158	5.47998	5.96923	0	0.582149	0.302017	0	2361.25	0.0367687	0	11.0537	0.799899	37.0597	33.0773	133423	635.172	0.880531	0.0400333	0.0400333	192.894	154.296	30.7898	45.3736	28.6584	46.0246	1033.23	31.4847	46.2316	1033.23	31.229	46.2307	174.097	37.9904	2.52774	0	2.52774	0	0.374218	-0.913518	0	0.867693	10.6802	2.06396	1.9104	2.33743	0	4.3139	0	4.3139	9.92156	1.41925	194558	5.01636	5231.85	160.384	420.467	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	38.8534	171.473	0	nan
174.922	78467.8	84.375	71.5072	5149.6	34078.6	104.946	87.7909	105.091	65.6712	6033.42	738.158	5.56282	5.98456	0	0.578058	0.301844	0	2361.25	0.0367687	0	11.0537	0.802509	37.0599	33.0774	181365	1870.16	0.989473	0.0400333	0.0400333	195.055	156.533	30.5633	45.2948	28.5578	46.1227	1033.23	31.3282	46.385	1033.23	31.077	46.3919	174.097	37.9904	2.52795	0	2.52795	0	0.450217	0.274364	0	0.867412	10.7031	2.06414	1.91556	2.32582	0	4.30637	0	4.30637	9.94454	1.41365	194549	5.00408	5238.08	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	39.2685	173.17	0	nan
175.933	78467.8	84.375	71.4215	5149.51	34078.7	78.7292	88.0742	105.483	65.8269	6026.19	738.158	5.52907	5.97183	0	0.575898	0.301821	0	2361.25	0.0367687	0	11.0537	0.800105	37.0601	33.0776	168851	804.553	1.08559	0.0400333	0.0400333	193.078	154.483	30.4127	45.2632	28.4344	46.0574	1033.23	31.1846	46.2097	1033.23	30.9383	46.2023	174.097	37.9904	2.52762	0	2.52762	0	0.434805	-2.0155	0	0.866646	10.7263	2.05227	1.92082	2.31284	0	4.28209	0	4.28209	9.96756	1.40784	194541	4.97098	5244.27	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	39.6846	174.882	0	nan
176.944	78467.8	84.375	71.0327	5149.48	34078.8	93.2423	88.0372	105.394	65.851	5993.38	738.158	5.50301	5.95451	0	0.572777	0.307692	0	2361.25	0.0367687	0	11.0537	0.802998	37.0603	33.0777	122057	1477.83	0.738139	0.0400333	0.0400333	195.481	156.97	30.2889	47.3714	28.3037	46.1721	1033.23	31.0303	46.3853	1033.23	30.7881	46.3905	174.097	37.9904	2.52724	0	2.52724	0	0.387988	-2.76787	0	0.866091	10.7467	2.0508	1.92541	2.30258	0	4.31801	0	4.31801	9.98985	1.40116	194533	4.94721	5250.42	160.384	420.468	39.2658	39.2658	263.242	460.242	595.544	200.649	161.796	165.691	333.622	104.854	40.1016	176.554	0	nan
177.956	78467.8	84.375	70.9214	5149.41	34078.8	91.2884	88.0079	105.332	65.8577	5984	738.158	5.59434	5.94816	0	0.569695	0.301523	0	2361.25	0.0367687	0	11.0537	0.800189	37.0605	33.0779	195152	1206.41	1.15147	0.0400333	0.0400333	193.164	154.567	30.1412	45.1188	28.1582	46.1212	1033.23	30.8796	46.412	1033.23	30.6416	46.4145	174.097	37.9904	2.52765	0	2.52765	0	0.418068	1.19991	0	0.865674	10.7712	2.04248	1.93092	2.2899	0	4.25396	0	4.25396	10.0129	1.39655	194525	4.92945	5256.54	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	40.5196	178.293	0	nan
178.967	78467.8	84.375	70.8177	5149.35	34078.9	69.695	87.9847	105.284	65.8648	5975.25	738.158	5.46974	5.9424	0	0.567671	0.302631	0	2361.25	0.0367687	0	11.0537	0.79819	37.0607	33.0781	136526	646.351	0.899271	0.0400333	0.0400333	191.552	152.895	30.0489	45.487	28.0531	46.1456	1033.23	30.7349	46.3544	1033.23	30.5007	46.3538	174.097	37.9904	2.52673	0	2.52673	0	0.374965	-0.971125	0	0.864923	10.7921	2.03371	1.93562	2.27894	0	4.24815	0	4.24815	10.0352	1.39014	194516	4.89778	5262.62	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	40.9385	179.984	0	nan
179.978	78467.8	84.375	70.6342	5149.32	34078.9	104.698	87.9547	105.223	65.8809	5959.76	738.158	5.55164	5.93305	0	0.563648	0.302527	0	2361.25	0.0367687	0	11.0537	0.800704	37.0609	33.0782	180837	1862.22	0.987699	0.0400333	0.0400333	193.603	155.019	29.8718	45.4324	27.9686	46.2445	1033.23	30.5836	46.5121	1033.23	30.353	46.5194	174.097	37.9904	2.52693	0	2.52693	0	0.435939	0.294596	0	0.864686	10.8145	2.03433	1.94062	2.26864	0	4.24259	0	4.24259	10.0575	1.38514	194508	4.88787	5268.68	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	41.3583	181.696	0	nan
180.989	78467.8	84.375	70.5576	5149.23	34079	78.6993	87.9495	105.212	65.8914	5953.3	738.158	5.5171	5.9296	0	0.561517	0.302471	0	2361.25	0.0367687	0	11.0537	0.79831	37.0611	33.0784	168524	806.532	1.08314	0.0400333	0.0400333	191.664	153.008	29.6978	45.3906	27.8008	46.1789	1033.23	30.4446	46.3329	1033.23	30.2185	46.3257	174.097	37.9904	2.52658	0	2.52658	0	0.424031	-2.0166	0	0.863956	10.8371	2.02334	1.94569	2.25707	0	4.21953	0	4.21953	10.0799	1.37989	194500	4.85756	5274.7	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	41.7791	183.42	0	nan
182	78467.8	84.375	70.4361	5149.2	34079	93.212	87.9606	105.226	65.9202	5943.05	738.158	5.49038	5.92512	0	0.55842	0.308312	0	2361.25	0.0367687	0	11.0537	0.801159	37.0613	33.0785	122205	1477.34	0.738444	0.0400333	0.0400333	193.995	155.421	29.5372	47.4906	27.6965	46.2936	1033.23	30.2954	46.5072	1033.23	30.0718	46.5126	174.097	37.9904	2.52619	0	2.52619	0	0.374671	-2.77631	0	0.86344	10.8571	2.02221	1.95013	2.24798	0	4.25537	0	4.25537	10.1016	1.37379	194492	4.83632	5280.69	160.384	420.467	39.2658	39.2658	263.242	460.242	595.544	200.649	161.796	165.691	333.622	104.854	42.2008	185.102	0	nan
183.011	78467.8	84.375	70.3905	5149.13	34079.1	91.2141	87.9765	105.25	65.9386	5939.19	738.158	5.57882	5.924	0	0.555352	0.302142	0	2361.25	0.0367687	0	11.0537	0.798388	37.0615	33.0786	194898	1203.52	1.15597	0.0400333	0.0400333	191.744	153.086	29.4546	45.2355	27.5383	46.2398	1033.23	30.1488	46.5314	1033.23	29.929	46.534	174.097	37.9904	2.52657	0	2.52657	0	0.409927	1.20342	0	0.86308	10.8811	2.01434	1.95545	2.23664	0	4.19323	0	4.19323	10.124	1.36975	194484	4.82158	5286.65	160.383	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	42.6235	186.851	0	nan
184.022	78467.8	84.375	70.3538	5149.05	34079.2	69.7913	87.9986	105.284	65.9598	5936.11	738.158	5.45335	5.92354	0	0.553343	0.30323	0	2361.25	0.0367687	0	11.0537	0.796404	37.0617	33.0788	136741	649.227	0.900026	0.0400333	0.0400333	190.168	151.451	29.3497	45.5972	27.4593	46.2668	1033.23	30.0083	46.475	1033.23	29.7917	46.4745	174.097	37.9904	2.52563	0	2.52563	0	0.360275	-0.944723	0	0.862356	10.9015	2.00598	1.96001	2.2268	0	4.18808	0	4.18808	10.1456	1.36393	194476	4.79217	5292.57	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	43.047	188.551	0	nan
185.033	78467.8	84.375	70.3037	5149.02	34079.2	104.901	88.0585	105.375	66.0097	5931.88	738.158	5.53383	5.92396	0	0.549342	0.303135	0	2361.25	0.0367687	0	11.0537	0.7989	37.0618	33.0789	181631	1865.68	0.991496	0.0400333	0.0400333	192.175	153.529	29.1446	45.5458	27.331	46.3655	1033.23	29.8608	46.6316	1033.23	29.6468	46.6392	174.097	37.9904	2.52581	0	2.52581	0	0.429037	0.314987	0	0.86218	10.9235	2.00685	1.96486	2.21761	0	4.1835	0	4.1835	10.1674	1.35951	194468	4.7851	5298.47	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	43.4715	190.273	0	nan
186.044	78467.8	84.375	70.2943	5148.92	34079.3	78.8406	88.0971	105.429	66.0401	5931.08	738.158	5.49606	5.92475	0	0.547216	0.303066	0	2361.25	0.0367687	0	11.0537	0.796519	37.062	33.0791	169010	808.805	1.08532	0.0400333	0.0400333	190.276	151.559	29.0433	45.4994	27.1438	46.2998	1033.23	29.7259	46.4551	1033.23	29.5152	46.4483	174.097	37.9904	2.52544	0	2.52544	0	0.405464	-2.0175	0	0.861477	10.9458	1.9963	1.96979	2.20717	0	4.16163	0	4.16163	10.1892	1.35483	194460	4.75693	5304.34	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	43.8968	192.008	0	nan
187.056	78467.8	84.375	70.3109	5148.88	34079.3	93.6748	88.1957	105.55	66.1176	5932.49	738.158	5.46919	5.92666	0	0.544125	0.308862	0	2361.25	0.0367687	0	11.0537	0.799371	37.0622	33.0792	123106	1490.25	0.742621	0.0400333	0.0400333	192.575	153.939	28.8918	47.585	27.0511	46.4142	1033.23	29.5799	46.6275	1033.23	29.3722	46.6331	174.097	37.9904	2.52504	0	2.52504	0	0.371026	-2.78808	0	0.860994	10.9654	1.99549	1.97411	2.199	0	4.19789	0	4.19789	10.2103	1.3493	194452	4.73774	5310.19	160.384	420.467	39.2658	39.2658	263.242	460.242	595.544	200.649	161.796	165.691	333.622	104.854	44.3231	193.7	0	nan
188.067	78467.8	84.375	70.3183	5148.79	34079.4	91.4276	88.2466	105.611	66.1576	5933.11	738.158	5.55476	5.9277	0	0.541101	0.302748	0	2361.25	0.0367687	0	11.0537	0.796602	37.0624	33.0793	195700	1204.52	1.16692	0.0400333	0.0400333	190.359	151.64	28.7441	45.3489	26.9548	46.3573	1033.23	29.4378	46.6507	1033.23	29.2328	46.6534	174.097	37.9904	2.5254	0	2.5254	0	0.396986	1.19764	0	0.860679	10.989	1.98808	1.9793	2.18875	0	4.13751	0	4.13751	10.2322	1.34579	194444	4.7253	5316	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	44.7502	195.461	0	nan
189.078	78467.8	85.7143	70.3257	5148.71	34079.5	69.6007	88.6478	105.671	66.7065	6027.92	738.158	5.42949	5.93588	0	0.53911	0.303861	0	2361.25	0.0367687	0	11.0537	0.794581	37.0626	33.0795	135798	646.261	0.89477	0.0400333	0.0400333	188.777	149.999	28.6356	45.7196	26.7526	46.3883	1033.23	29.3007	46.6003	1033.23	29.0984	46.6004	174.097	37.9904	2.52445	0	2.52445	0	0.344341	-0.872535	0	0.859948	11.0092	1.98018	1.98377	2.1798	0	4.1335	0	4.1335	10.2534	1.34054	194436	4.69664	5321.79	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	45.1783	197.176	0	nan
190.089	78467.8	84.375	69.9397	5148.65	34079.6	104.196	88.5345	105.952	66.3618	5901.16	738.149	5.52457	5.90055	0	0.535125	0.303757	0	2361.25	0.0367687	0	11.0537	0.79694	37.0628	33.0796	188614	1794.36	1.02435	0.0400333	0.0400333	190.646	151.934	28.4511	45.6658	26.6853	46.4844	1033.23	29.1574	46.7537	1033.23	28.9575	46.7614	174.097	37.9904	2.52471	0	2.52471	0	0.411404	0.612169	0	0.859816	11.0313	1.98117	1.98862	2.17135	0	4.12734	0	4.12734	10.2748	1.3368	194428	4.6915	5327.56	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	45.6072	198.922	0	nan
191.1	78467.8	84.375	69.8497	5148.54	34079.7	77.4173	88.2347	105.523	66.2278	5893.57	738.149	5.46952	5.90623	0	0.533073	0.303778	0	2361.25	0.0367687	0	11.0537	0.794617	37.063	33.0798	164540	778.061	1.05924	0.0400333	0.0400333	188.823	150.042	28.3379	45.6513	26.529	46.421	1033.23	29.0257	46.5933	1033.23	28.828	46.5884	174.097	37.9904	2.52421	0	2.52421	0	0.386599	-1.93683	0	0.85911	11.0528	1.97156	1.99335	2.16205	0	4.10992	0	4.10992	10.296	1.33238	194420	4.66415	5333.29	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	46.0371	200.666	0	nan
192.111	78467.8	84.375	70.0181	5148.5	34079.7	99.2016	88.3024	105.597	66.2956	5907.77	738.149	5.46089	5.91286	0	0.529711	0.30688	0	2361.25	0.0367687	0	11.0537	0.797859	37.0632	33.0799	130946	1749.16	0.77553	0.0400333	0.0400333	191.398	152.709	28.2121	46.7566	26.3923	46.5327	1033.23	28.8842	46.769	1033.23	28.6883	46.7762	174.097	37.9904	2.52389	0	2.52389	0	0.372273	-2.47701	0	0.858726	11.0722	1.97231	1.99761	2.15478	0	4.13935	0	4.13935	10.3167	1.32746	194412	4.64938	5339.01	160.384	420.467	39.2658	39.2658	263.242	460.242	595.543	200.648	161.796	165.69	333.622	104.854	46.4678	202.375	0	nan
193.122	78467.8	85.7143	70.0376	5148.39	34079.8	88.532	88.7291	105.692	66.862	6003.23	738.149	5.52435	5.92199	0	0.527023	0.303525	0	2361.25	0.0367687	0	11.0537	0.794646	37.0634	33.08	191823	1083.06	1.20084	0.0400333	0.0400333	188.863	150.079	28.1033	45.5243	26.315	46.4589	1033.23	28.7495	46.7026	1033.23	28.5564	46.6999	174.097	37.9904	2.52411	0	2.52411	0	0.389971	12.9318	0	0.858343	11.0955	1.96376	2.00268	2.14534	0	4.08686	0	4.08686	10.3381	1.32432	194404	4.63476	5344.7	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	46.8994	204.149	0	nan
194.133	78467.8	85.7143	69.9459	5148.31	34079.9	68.1268	89.0277	106.077	67.0408	5995.36	738.149	5.41617	5.90819	0	0.525065	0.30457	0	2361.25	0.0367687	0	11.0537	0.792615	37.0636	33.0802	130403	630.537	0.827514	0.0400333	0.0400333	187.299	148.456	27.9814	45.8717	26.2005	46.5834	1033.23	28.6133	46.7309	1033.23	28.4217	46.7319	174.097	37.9904	2.5232	0	2.5232	0	0.317596	-0.716206	0	0.857652	11.115	1.95681	2.00696	2.13741	0	4.08425	0	4.08425	10.3587	1.31932	194396	4.60857	5350.36	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	47.3318	205.869	0	nan
195.144	78467.8	85.7143	69.4997	5148.23	34080	100.711	88.9819	105.953	67.077	5957.12	738.149	5.52926	5.88779	0	0.521071	0.302998	0	2361.25	0.0367687	0	11.0537	0.794795	37.0638	33.0803	198831	1609.29	1.07511	0.0400333	0.0400333	188.998	150.214	27.7797	45.3437	26.104	46.6044	1033.23	28.4732	46.8591	1033.23	28.2833	46.8655	174.097	37.9904	2.52361	0	2.52361	0	0.391904	1.01411	0	0.857569	11.1374	1.95726	2.01185	2.12951	0	4.07104	0	4.07104	10.3798	1.31635	194389	4.60541	5356	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	47.7652	207.637	0	nan
196.156	78467.8	84.375	69.3523	5148.12	34080.1	74.7148	88.5877	105.861	66.5732	5851.6	738.149	5.43923	5.87279	0	0.519125	0.304547	0	2361.25	0.0367687	0	11.0537	0.792606	37.064	33.0805	155133	727.101	1.00537	0.0400333	0.0400333	187.309	148.462	27.7443	45.8237	25.9225	46.5456	1033.23	28.3439	46.7389	1033.23	28.1561	46.7366	174.097	37.9904	2.52288	0	2.52288	0	0.360805	-1.53795	0	0.856854	11.1579	1.94869	2.01633	2.12134	0	4.06237	0	4.06237	10.4004	1.31201	194381	4.57861	5361.62	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	48.1994	209.38	0	nan
197.167	78467.8	84.375	69.4877	5148.07	34080.1	104.458	88.3807	105.55	66.5061	5863.02	738.149	5.46379	5.88852	0	0.515486	0.305365	0	2361.25	0.0367687	0	11.0537	0.795548	37.0642	33.0806	151011	1966.21	0.859569	0.0400333	0.0400333	189.606	150.841	27.5555	46.1044	25.8293	46.6523	1033.23	28.2062	46.9142	1033.23	28.0197	46.9231	174.097	37.9904	2.52274	0	2.52274	0	0.386426	-1.29848	0	0.856642	11.1776	1.95057	2.0206	2.11476	0	4.07667	0	4.07667	10.4208	1.30784	194373	4.57068	5367.22	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	48.6344	211.105	0	nan
198.178	78467.8	85.7143	69.5749	5147.94	34080.2	84.7492	88.8324	105.689	67.0811	5963.57	738.149	5.48678	5.90061	0	0.513153	0.304324	0	2361.25	0.0367687	0	11.0537	0.792639	37.0644	33.0807	184717	957.394	1.17423	0.0400333	0.0400333	187.353	148.503	27.4211	45.7071	25.6904	46.5787	1033.23	28.08	46.7184	1033.23	27.8963	46.7085	174.097	37.9904	2.52271	0	2.52271	0	0.399385	2.52784	0	0.856145	11.1999	1.94122	2.02546	2.10621	0	4.04008	0	4.04008	10.4416	1.30477	194365	4.55227	5372.8	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	49.0704	212.88	0	nan
199.189	78467.8	85.7143	69.3017	5147.86	34080.3	73.577	89.184	106.13	67.3073	5940.15	738.147	5.41755	5.88017	0	0.511174	0.31836	0	2361.25	0.0367687	0	11.0537	0.791227	37.0646	33.0808	124144	746.529	0.751651	0.0400333	0.0400333	186.283	147.392	27.3413	50.5778	25.6139	46.7004	1033.23	27.9424	46.8753	1033.23	27.7598	46.8785	174.097	37.9904	2.52204	0	2.52204	0	0.3183	-2.38241	0	0.855546	11.2187	1.93591	2.02955	2.09929	0	4.0553	0	4.0553	10.4616	1.30002	194358	4.53021	5378.35	160.384	420.467	39.2658	39.2658	263.241	460.242	595.543	200.648	161.796	165.69	333.621	104.854	49.5071	214.599	0	nan
200.2	78467.8	85.7143	69.159	5147.76	34080.4	95.5226	89.159	106.067	67.3224	5927.91	738.141	5.52766	5.87355	0	0.507235	0.30411	0	2361.25	0.0367687	0	11.0537	0.792549	37.0648	33.081	202027	1367.44	1.09416	0.0400333	0.0400333	187.301	148.446	27.1286	45.5924	25.4638	46.7019	1033.23	27.8072	46.9557	1033.23	27.626	46.9603	174.097	37.9904	2.52249	0	2.52249	0	0.381945	1.44042	0	0.855443	11.2413	1.93466	2.03444	2.09178	0	4.02168	0	4.02168	10.4823	1.29765	194350	4.52642	5383.88	160.383	420.466	39.2657	39.2657	263.241	460.241	595.542	200.648	161.796	165.69	333.621	104.854	49.9448	216.385	0	nan
201.211	78467.8	85.7143	69.0462	5147.65	34080.5	71.8645	89.1347	106.006	67.3367	5918.25	738.136	5.40566	5.86761	0	0.505298	0.305294	0	2361.25	0.0367687	0	11.0537	0.790541	37.065	33.0811	144310	680.887	0.943025	0.0400333	0.0400333	185.781	146.868	27.1123	45.9893	25.3425	46.6678	1033.23	27.6789	46.8804	1033.23	27.4998	46.8804	174.097	37.9904	2.52158	0	2.52158	0	0.336786	-1.07635	0	0.85473	11.261	1.92725	2.03872	2.08456	0	4.01788	0	4.01788	10.5024	1.29346	194342	4.50048	5389.4	160.384	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	50.3832	218.128	0	nan
202.222	78467.8	84.375	68.8419	5147.58	34080.6	105.374	88.7508	105.909	66.8563	5808.53	738.136	5.47644	5.84967	0	0.501499	0.305332	0	2361.25	0.0367687	0	11.0537	0.792944	37.0652	33.0812	178902	1895.63	0.980571	0.0400333	0.0400333	187.624	148.775	26.8831	45.9869	25.2021	46.769	1033.23	27.5443	47.0448	1033.23	27.3667	47.0538	174.097	37.9904	2.52171	0	2.52171	0	0.393609	0.17196	0	0.854674	11.2814	1.92911	2.04314	2.07828	0	4.01843	0	4.01843	10.5225	1.29022	194334	4.49843	5394.89	160.383	420.466	39.2657	39.2657	263.241	460.241	595.543	200.648	161.796	165.69	333.621	104.854	50.8226	219.881	0	nan
