Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Brain-Vascular-Morphine-Concentration(ug/mL)	Fat-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Fat-Vascular-Morphine-Concentration(ug/mL)	LeftKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Morphine-Concentration(ug/mL)	RightKidney-Tissue-Morphine-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Morphine-Concentration(ug/mL)	Liver-Tissue-Morphine-ExtravascularConcentration(ug/mL)	Liver-Vascular-Morphine-Concentration(ug/mL)	Morphine-MassInBody(ug)	Morphine-PlasmaConcentration(ug/mL)	Morphine-RemainingSystemicMassCleared(ug)	Morphine-Kidneys-PartitionCoefficient	Morphine-Brain-PartitionCoefficient	Morphine-RightLung-PartitionCoefficient	Morphine-LeftLung-PartitionCoefficient	Morphine-Liver-PartitionCoefficient	Morphine-Bone-PartitionCoefficient	Morphine-Fat-PartitionCoefficient	Morphine-Skin-PartitionCoefficient	Morphine-Muscle-PartitionCoefficient	Morphine-Spleen-PartitionCoefficient	Morphine-Gut-PartitionCoefficient	Morphine-Myocardium-PartitionCoefficient	Morphine-Liver-MassCleared(ug)	Morphine-Liver-MassExcreted(ug)	Morphine-Kidneys-MassCleared(ug)	Morphine-Kidneys-MassExcreted(ug)	
302.322	78467.8	62.7907	91.4556	5136.66	34091.3	83.7254	82.7678	105.174	57.4276	5742.56	738.158	5.83204	6.9833	12.0536	0.961601	0.283285	611.747	2426.65	0.0374889	5.35013	11.6872	0.834843	37.0797	33.0488	183519	934.629	1.1724	0.0400333	0.0400333	226.679	189.241	82.5314	41.8479	41.8605	44.0558	1033.35	108.727	42.3955	1033.35	101.25	42.7775	168.818	37.9179	2.48533	0	2.48533	0	-0.0555259	-0.312765	0	0.243156	2.73071	1.59855	0.785759	1.13234	0	1.36703	0	1.36703	1.89052	1.46139	30454.1	2.21351	7545.3	1.00402	1.13397	1.00922	1.00922	1.0659	0.66929	0.137346	0.814178	1.12035	1.16775	1.01079	0.998139	1828.53	394.283	0	nan
303.333	78467.8	62.7907	91.4575	5136.79	34091.2	79.8665	82.7687	105.175	57.4284	5742.68	738.158	5.81023	6.98342	12.0536	0.961594	0.283148	611.747	2379.58	0.0374889	5.35013	11.2313	0.834501	37.0799	33.0489	173027	825.328	1.15668	0.0400333	0.0400333	226.299	188.847	83.4981	41.8497	41.8119	44.0457	1033.26	107.514	42.8718	1033.26	99.9896	43.1638	166.314	39.8129	2.48488	0	2.48488	0	5.74304	6.99818	0	0.243137	2.72769	1.59512	0.78632	1.13017	0	1.3631	0	1.3631	1.88652	1.45775	30435.7	2.20715	7554.79	1.00361	1.13345	1.00884	1.00884	1.06541	0.668993	0.137328	0.813931	1.11981	1.16726	1.01038	0.997753	1835.84	395.863	0	nan
304.344	78467.8	62.7907	91.4594	5136.93	34091.1	76.4031	82.7696	105.176	57.4291	5742.8	738.158	5.78688	6.98353	12.0267	0.961665	0.283507	609.974	2494.48	0.0374732	5.32262	12.4258	0.834137	37.0801	33.049	162504	743.741	1.10739	0.0400333	0.0400333	225.897	188.429	82.6097	41.9402	41.8985	44.0487	1032.19	107.013	42.588	1032.19	99.4924	42.8831	214.268	2.38196	2.48442	0	2.48442	0	7.21496	-1.91201	0	0.243118	2.72467	1.59175	0.786874	1.12804	0	1.35926	0	1.35926	1.88252	1.45415	30417.4	2.20084	7564.26	1.0035	1.1333	1.00874	1.00874	1.06528	0.668912	0.137323	0.813864	1.11967	1.16713	1.01027	0.997649	1843.13	397.438	0	nan
305.356	78467.8	62.7907	91.4613	5137.07	34090.9	73.2829	82.7705	105.176	57.4298	5742.92	738.158	5.76483	6.98365	12.0267	0.961377	0.284291	609.974	2952.6	0.0374732	5.32262	16.8719	0.833749	37.0802	33.0491	151859	682.568	1.04777	0.0400333	0.0400333	225.469	187.985	82.6242	42.1072	41.8509	44.0551	1032.9	110.734	40.6968	1032.9	103.369	41.2436	216.922	0.413276	2.48398	0	2.48398	0	5.17768	-7.63659	0	0.243099	2.72166	1.58837	0.78742	1.12594	0	1.3555	0	1.3555	1.87853	1.45055	30399.1	2.19457	7573.7	1.00365	1.13349	1.00887	1.00887	1.06546	0.669019	0.137329	0.813952	1.11986	1.1673	1.01042	0.997787	1850.4	399.009	0	nan
306.367	78467.8	62.7907	91.4631	5137.21	34090.8	70.463	82.7713	105.177	57.4305	5743.03	738.158	5.74471	6.98376	12.0267	0.961342	0.28461	609.974	2584	0.0374732	5.32262	13.2098	0.833338	37.0804	33.0493	141309	636.424	0.98592	0.0400333	0.0400333	225.018	187.516	82.2491	42.1862	41.821	44.0625	1033.66	109.94	41.6234	1033.66	102.519	42.0842	178.033	30.9163	2.48355	0	2.48355	0	2.56733	-4.03695	0	0.24308	2.71865	1.58501	0.787959	1.12386	0	1.35178	0	1.35178	1.87454	1.44696	30380.9	2.18834	7583.11	1.00357	1.13339	1.0088	1.0088	1.06536	0.668963	0.137326	0.813906	1.11976	1.16721	1.01034	0.997715	1857.66	400.575	0	nan
307.378	78467.8	62.7907	91.465	5137.36	34090.6	67.9078	82.7722	105.178	57.4312	5743.15	738.158	5.72658	6.98388	12.0267	0.961512	0.284235	609.974	2421.36	0.0374732	5.32262	11.6359	0.8329	37.0805	33.0494	131076	601.372	0.924789	0.0400333	0.0400333	224.537	187.017	82.4838	42.135	41.7828	44.0699	1033.34	108.689	42.3657	1033.34	101.22	42.7337	168.598	38.1466	2.48315	0	2.48315	0	1.09831	-2.83444	0	0.243061	2.71564	1.5818	0.788491	1.12181	0	1.34808	0	1.34808	1.87055	1.44341	30362.7	2.18218	7592.5	1.00315	1.13285	1.00842	1.00842	1.06486	0.668655	0.137307	0.81365	1.11921	1.1667	1.00993	0.997316	1864.91	402.138	0	nan
308.389	78467.8	62.7907	91.4669	5137.5	34090.5	65.5871	82.7731	105.178	57.4319	5743.27	738.158	5.71035	6.98399	12.0267	0.961636	0.283959	609.974	2378.12	0.0374732	5.32262	11.2171	0.832607	37.0807	33.0495	121323	574.533	0.865704	0.0400333	0.0400333	224.22	186.687	82.9774	42.1006	41.9141	44.077	1033.26	107.502	42.925	1033.26	99.9783	43.2135	166.306	39.882	2.48276	0	2.48276	0	0.257011	-1.85376	0	0.243042	2.71262	1.57873	0.789016	1.11979	0	1.34439	0	1.34439	1.86655	1.43989	30344.5	2.17608	7601.87	1.0028	1.1324	1.00809	1.00809	1.06444	0.6684	0.137292	0.813438	1.11875	1.16628	1.00958	0.996986	1872.13	403.695	0	nan
309.4	78467.8	62.7907	91.4688	5137.65	34090.3	63.4754	82.774	105.179	57.4326	5743.39	738.158	5.69592	6.98411	12.0267	0.961545	0.284169	609.833	2541.29	0.0374799	5.32139	12.8836	0.832347	37.0808	33.0497	112148	553.802	0.809339	0.0400333	0.0400333	223.939	186.395	83.5875	42.1546	41.7865	44.0836	1032.21	107.49	42.4453	1032.21	99.9801	42.7797	215.924	1.09809	2.48238	0	2.48238	0	0.120675	-5.36363	0	0.243023	2.7096	1.57569	0.789534	1.1178	0	1.34072	0	1.34072	1.86255	1.4364	30326.4	2.17003	7611.21	1.00272	1.1323	1.00802	1.00802	1.06436	0.668345	0.137289	0.813392	1.11865	1.16619	1.0095	0.996915	1879.34	405.249	0	nan
310.411	78467.8	62.7907	91.4707	5137.8	34090.2	61.5505	82.7748	105.18	57.4333	5743.51	738.158	5.68315	6.98423	12.0267	0.961529	0.284848	609.833	2967.66	0.0374799	5.32139	17.0178	0.832105	37.081	33.0498	103601	537.63	0.756047	0.0400333	0.0400333	223.678	186.123	82.2802	42.2946	41.792	44.0898	1032.93	111.045	40.701	1032.93	103.691	41.2665	216.927	0.413261	2.48202	0	2.48202	0	-0.44171	-4.71766	0	0.243004	2.70658	1.57257	0.790046	1.11582	0	1.33706	0	1.33706	1.85856	1.43291	30308.4	2.16401	7620.52	1.00291	1.13254	1.0082	1.0082	1.06458	0.668484	0.137297	0.813507	1.1189	1.16642	1.00969	0.997094	1886.54	406.799	0	nan
311.422	78467.8	62.7907	91.4726	5137.95	34090	59.7933	82.7757	105.18	57.434	5743.63	738.158	5.67194	6.98434	12.0267	0.961265	0.285256	609.833	2565	0.0374799	5.32139	13.026	0.831871	37.0812	33.0499	95700.1	524.88	0.705982	0.0400333	0.0400333	223.427	185.862	83.052	42.3832	41.8375	44.096	1033.62	110.139	41.6806	1033.62	102.731	42.1503	176.848	31.8615	2.48166	0	2.48166	0	0.0206958	-1.2086	0	0.242985	2.70357	1.56944	0.790551	1.11387	0	1.33339	0	1.33339	1.85458	1.42942	30290.4	2.15802	7629.81	1.00297	1.13262	1.00825	1.00825	1.06465	0.668527	0.1373	0.813543	1.11898	1.16649	1.00975	0.99715	1893.71	408.344	0	nan
312.433	78467.8	62.7907	91.4745	5138.1	34089.9	58.187	82.7766	105.181	57.4347	5743.75	738.158	5.67121	6.98446	12.0267	0.961441	0.284888	609.833	2416.4	0.0374799	5.32139	11.5879	0.831641	37.0813	33.0501	88997.1	514.724	0.640834	0.0400333	0.0400333	223.181	185.607	82.8121	42.3269	41.7861	44.1621	1033.33	108.918	42.3971	1033.33	101.463	42.774	168.364	38.3821	2.48133	0	2.48133	0	0.215683	-0.756032	0	0.242966	2.70055	1.56644	0.791051	1.11194	0	1.32973	0	1.32973	1.85059	1.42596	30272.4	2.15209	7639.08	1.00263	1.13218	1.00794	1.00794	1.06425	0.668279	0.137285	0.813336	1.11853	1.16608	1.00941	0.996828	1900.87	409.885	0	nan
313.444	78467.8	62.7907	91.4783	5138.26	34089.7	63.7125	82.7784	105.183	57.4361	5743.99	738.158	5.68794	6.9847	12.0267	0.962495	0.296549	609.833	2376.73	0.0374799	5.32139	11.2037	0.835052	37.0815	33.0502	83713.8	634.695	0.579581	0.0400333	0.0400333	226.966	189.529	84.5712	46.7457	41.834	44.1644	1033.26	107.716	42.9588	1033.26	100.212	43.2572	166.271	39.9685	2.48106	0	2.48106	0	2.68616	-2.04559	0	0.242948	2.6975	1.56427	0.791546	1.11007	0	1.33167	0	1.33167	1.84659	1.42257	30254.5	2.14624	7648.32	0.99742	1.12545	1.00315	1.00315	1.05805	0.66449	0.137056	0.810181	1.11175	1.15984	1.00426	0.991917	1908.02	411.424	0	nan
314.456	78467.8	62.7907	91.4802	5138.41	34089.6	86.232	82.7793	105.183	57.4368	5744.11	738.158	5.70455	6.98482	12.0267	0.962099	0.29076	610.683	2586.69	0.0375036	5.32886	13.3259	0.845884	37.0816	33.0503	88403.7	1405.46	0.597994	0.0400333	0.0400333	239.876	202.908	84.2085	44.4534	41.8792	44.1666	1032.25	108.047	42.2588	1032.25	100.584	42.6327	216.494	0.66096	2.48079	0	2.48079	0	5.92143	-7.92655	0	0.242929	2.69437	1.56467	0.792046	1.10838	0	1.33697	0	1.33697	1.84259	1.41927	30236.6	2.1405	7657.52	0.991744	1.11812	0.997927	0.997927	1.0513	0.660361	0.136806	0.806743	1.10435	1.15304	0.998645	0.986566	1915.16	412.965	0	nan
315.467	78467.8	62.7907	91.4822	5138.56	34089.4	98.2939	82.7802	105.184	57.4375	5744.23	738.158	5.7211	6.98493	12.0267	0.961718	0.286395	610.683	2979.54	0.0375036	5.32886	17.113	0.84457	37.0818	33.0504	108286	1922.08	0.683729	0.0400333	0.0400333	238.238	201.208	82.9206	42.809	41.8662	44.1689	1033.26	111.233	40.7388	1033.26	103.904	41.3212	216.914	0.467889	2.48053	0	2.48053	0	8.43793	-8.04944	0	0.242911	2.69119	1.56325	0.792551	1.10656	0	1.32925	0	1.32925	1.8386	1.41582	30218.7	2.13472	7666.7	1.00039	1.12928	1.00588	1.00588	1.06158	0.666648	0.137186	0.811979	1.11561	1.1634	1.0072	0.994715	1922.28	414.509	0	nan
316.478	78467.8	62.7907	91.4841	5138.71	34089.3	103.571	82.7811	105.185	57.4382	5744.35	738.158	5.73766	6.98505	12.0267	0.961561	0.284496	610.683	2547.71	0.0375036	5.32886	12.8587	0.842818	37.0819	33.0506	133837	2081.76	0.795502	0.0400333	0.0400333	236.087	198.978	83.6627	42.1769	41.887	44.1717	1033.59	110.045	41.8169	1033.59	102.661	42.2944	175.83	32.6958	2.48028	0	2.48028	0	9.12901	-4.68791	0	0.242892	2.68798	1.56057	0.793055	1.10465	0	1.32083	0	1.32083	1.83462	1.41228	30200.9	2.1289	7675.85	1.00321	1.13293	1.00847	1.00847	1.06493	0.6687	0.13731	0.813687	1.11929	1.16678	1.00999	0.997374	1929.4	416.052	0	nan
317.489	78467.8	62.7907	91.486	5138.85	34089.1	105.156	82.782	105.185	57.4389	5744.47	738.158	5.75428	6.98517	12.0267	0.961814	0.283437	610.683	2411.88	0.0375036	5.32886	11.5441	0.841288	37.0821	33.0507	157448	2043.22	0.902037	0.0400333	0.0400333	234.24	197.064	83.2169	41.8883	41.8175	44.1748	1033.32	108.704	42.5855	1033.32	101.274	42.9644	168.165	38.5922	2.48004	0	2.48004	0	8.69674	-2.91142	0	0.242873	2.68475	1.55746	0.793555	1.10271	0	1.31367	0	1.31367	1.83065	1.40874	30183.2	2.12312	7684.97	1.00393	1.13386	1.00914	1.00914	1.0658	0.669227	0.137342	0.814126	1.12023	1.16765	1.0107	0.998057	1936.5	417.594	0	nan
318.5	78467.8	62.7907	91.4879	5138.99	34089	104.677	82.7829	105.186	57.4396	5744.59	738.158	5.77099	6.98529	12.0267	0.961929	0.283227	610.683	2375.47	0.0375036	5.32886	11.1915	0.840134	37.0823	33.0508	176056	1916.84	0.989794	0.0400333	0.0400333	232.868	195.64	83.0882	41.8298	41.8649	44.1778	1033.25	107.411	43.1501	1033.25	99.93	43.4444	166.251	40.0448	2.47981	0	2.47981	0	7.89521	-1.38604	0	0.242854	2.68151	1.55419	0.794049	1.10077	0	1.30756	0	1.30756	1.82666	1.4052	30165.4	2.11739	7694.07	1.00412	1.1341	1.00931	1.00931	1.06602	0.669361	0.13735	0.814237	1.12047	1.16787	1.01088	0.998231	1943.59	419.132	0	nan
319.511	78467.8	62.7907	91.4899	5139.12	34088.8	103.018	82.7838	105.187	57.4403	5744.71	738.158	5.78782	6.98541	12.0267	0.961768	0.283753	611.226	2629.92	0.0375235	5.33364	13.7462	0.839251	37.0824	33.051	189056	1760.47	1.05509	0.0400333	0.0400333	231.829	194.563	83.3043	41.9385	41.842	44.1805	1032.31	108.183	42.1739	1032.31	100.743	42.5708	216.7	0.507833	2.47958	0	2.47958	0	6.92834	-6.30879	0	0.242836	2.67826	1.55081	0.794538	1.09884	0	1.3022	0	1.3022	1.82269	1.40168	30147.7	2.11168	7703.15	1.00427	1.1343	1.00945	1.00945	1.06619	0.669471	0.137357	0.814329	1.12067	1.16805	1.01103	0.998373	1950.66	420.666	0	nan
320.522	78467.8	62.7907	91.4918	5139.25	34088.7	100.621	82.7846	105.187	57.441	5744.83	738.158	5.80477	6.98553	12.0267	0.961612	0.284447	611.226	2968	0.0375235	5.33364	16.9685	0.838518	37.0826	33.0511	196863	1600.57	1.09865	0.0400333	0.0400333	230.975	193.677	82.9261	42.0858	41.8911	44.1831	1033.76	111.054	41.005	1033.76	103.707	41.5728	213.209	3.45821	2.47936	0	2.47936	0	5.27312	-4.64988	0	0.242817	2.67503	1.54733	0.79502	1.09692	0	1.29733	0	1.29733	1.81872	1.39816	30130.1	2.10598	7712.2	1.00439	1.13445	1.00956	1.00956	1.06634	0.669557	0.137362	0.814401	1.12082	1.16819	1.01115	0.998485	1957.71	422.197	0	nan
321.533	78467.8	62.7907	91.4937	5139.38	34088.6	97.0872	82.7855	105.188	57.4417	5744.95	738.158	5.82183	6.98565	12.0267	0.961673	0.283792	611.226	2531.93	0.0375235	5.33364	12.7061	0.837661	37.0827	33.0512	200084	1432.74	1.12215	0.0400333	0.0400333	229.984	192.649	82.9959	41.9157	41.7735	44.186	1033.56	109.822	41.9647	1033.56	102.423	42.4215	174.942	33.4381	2.47914	0	2.47914	0	3.66458	-1.59307	0	0.242798	2.67179	1.5438	0.795496	1.09502	0	1.29248	0	1.29248	1.81475	1.39464	30112.5	2.10031	7721.23	1.00444	1.13451	1.0096	1.0096	1.0664	0.669594	0.137364	0.814431	1.12089	1.16825	1.0112	0.998532	1964.75	423.724	0	nan
322.544	78467.8	62.7907	91.4956	5139.51	34088.5	91.6888	82.7864	105.189	57.4424	5745.08	738.158	5.83899	6.98576	12.0267	0.961925	0.283079	611.226	2407.73	0.0375235	5.33364	11.5039	0.835922	37.0829	33.0513	198639	1221.58	1.12423	0.0400333	0.0400333	227.994	190.585	82.7614	41.7373	41.7956	44.189	1033.31	108.576	42.6489	1033.31	101.127	43.0094	168	38.7745	2.47892	0	2.47892	0	2.24823	-0.276137	0	0.242779	2.66857	1.54021	0.795964	1.09314	0	1.28777	0	1.28777	1.81079	1.39116	30095	2.0947	7730.23	1.00482	1.13501	1.00995	1.00995	1.06685	0.669871	0.137381	0.814662	1.12139	1.16871	1.01158	0.998891	1971.77	425.245	0	nan
323.556	78467.8	62.7907	91.4975	5139.64	34088.3	86.955	82.7873	105.19	57.4431	5745.19	738.158	5.84756	6.98588	12.0267	0.962092	0.283166	611.226	2374.31	0.0375235	5.33364	11.1802	0.83512	37.083	33.0515	191642	1041.25	1.14267	0.0400333	0.0400333	227.09	189.648	82.5648	41.7891	41.8321	44.1474	1033.25	107.391	43.1515	1033.25	99.8839	43.4324	166.247	40.1051	2.47868	0	2.47868	0	0.50906	0.151279	0	0.242761	2.66535	1.53682	0.796424	1.09128	0	1.28415	0	1.28415	1.80682	1.38771	30077.5	2.08913	7739.22	1.00441	1.13448	1.00958	1.00958	1.06636	0.669575	0.137363	0.814415	1.12085	1.16822	1.01118	0.998508	1978.78	426.762	0	nan
324.567	78467.8	62.7907	91.4995	5139.77	34088.2	82.7534	82.7882	105.19	57.4438	5745.31	738.158	5.83274	6.986	12.0536	0.961946	0.283738	611.709	2677.17	0.037542	5.3498	14.2049	0.834733	37.0832	33.0516	180840	904.848	1.17886	0.0400333	0.0400333	226.659	189.199	82.7918	41.9242	41.8747	44.1113	1032.38	108.746	41.8808	1032.38	101.306	42.3025	216.79	0.446486	2.47829	0	2.47829	0	0.126835	-5.76348	0	0.242742	2.66214	1.53351	0.796877	1.08945	0	1.28076	0	1.28076	1.80285	1.3843	30060	2.08361	7748.18	1.00435	1.1344	1.00952	1.00952	1.06629	0.669528	0.13736	0.814376	1.12077	1.16814	1.01111	0.998447	1985.76	428.273	0	nan
325.578	78467.8	62.7907	91.5014	5139.9	34088.1	78.9958	82.7891	105.191	57.4445	5745.43	738.158	5.81001	6.98612	12.0536	0.961685	0.284537	611.709	2933.5	0.037542	5.3498	16.6132	0.834386	37.0834	33.0517	170384	803.103	1.15144	0.0400333	0.0400333	226.274	188.8	82.6261	42.0983	41.8646	44.1056	1034.03	111.178	40.9831	1034.03	103.833	41.5261	206.749	8.62148	2.47783	0	2.47783	0	7.04598	2.93262	0	0.242723	2.65895	1.53019	0.797323	1.08765	0	1.27747	0	1.27747	1.7989	1.38089	30042.6	2.07811	7757.12	1.00445	1.13452	1.00961	1.00961	1.0664	0.669599	0.137364	0.814436	1.1209	1.16826	1.01121	0.99854	1992.74	429.78	0	nan
326.589	78467.8	62.7907	91.5033	5140.04	34087.9	75.62	82.7899	105.192	57.4452	5745.55	738.158	5.78681	6.98623	12.0536	0.961587	0.284543	611.709	2515.25	0.037542	5.3498	12.5446	0.834014	37.0835	33.0519	159824	727.096	1.09812	0.0400333	0.0400333	225.863	188.373	83.3155	42.1233	41.9094	44.1102	1033.52	109.866	41.8433	1033.52	102.479	42.2761	174.003	34.2203	2.47738	0	2.47738	0	7.02982	-1.5451	0	0.242705	2.65576	1.52697	0.797763	1.08588	0	1.27426	0	1.27426	1.79495	1.37751	30025.2	2.07265	7766.03	1.00416	1.13415	1.00934	1.00934	1.06606	0.669388	0.137352	0.81426	1.12052	1.16791	1.01092	0.998266	1999.69	431.283	0	nan
327.6	78467.8	62.7907	91.5051	5140.18	34087.8	72.5763	82.7908	105.192	57.4459	5745.67	738.158	5.76516	6.98635	12.0536	0.961913	0.284142	611.709	2403.31	0.037542	5.3498	11.4611	0.833617	37.0837	33.052	149186	670.032	1.03727	0.0400333	0.0400333	225.426	187.919	82.5002	42.0708	41.8357	44.1173	1033.31	108.575	42.5389	1033.31	101.141	42.879	167.825	38.969	2.47694	0	2.47694	0	4.47005	-3.19543	0	0.242686	2.65257	1.52394	0.798197	1.08413	0	1.27109	0	1.27109	1.791	1.37416	30007.9	2.06726	7774.93	1.00368	1.13353	1.0089	1.0089	1.06549	0.66904	0.137331	0.81397	1.1199	1.16734	1.01045	0.997814	2006.63	432.781	0	nan
328.611	78467.8	62.7907	91.507	5140.31	34087.6	69.8237	82.7917	105.193	57.4466	5745.79	738.158	5.74549	6.98646	12.0536	0.961839	0.284048	611.709	2373.07	0.037542	5.3498	11.1682	0.833201	37.0838	33.0521	138701	626.922	0.97516	0.0400333	0.0400333	224.969	187.445	83.6691	42.073	41.8562	44.1246	1033.25	107.366	43.0712	1033.25	99.8686	43.3373	166.244	40.1696	2.47652	0	2.47652	0	1.86393	-2.76226	0	0.242668	2.64939	1.52102	0.798624	1.0824	0	1.26796	0	1.26796	1.78704	1.37085	29990.6	2.06191	7783.8	1.00339	1.13315	1.00863	1.00863	1.06514	0.668828	0.137318	0.813794	1.11952	1.16699	1.01016	0.99754	2013.55	434.275	0	nan
329.622	78467.8	62.7907	91.5089	5140.46	34087.5	67.3281	82.7926	105.194	57.4473	5745.91	738.158	5.7278	6.98658	12.0536	0.961784	0.284466	612.426	2722.64	0.0375362	5.35613	14.6465	0.832788	37.084	33.0523	128580	594.117	0.914195	0.0400333	0.0400333	224.518	186.976	83.56	42.168	41.827	44.1315	1032.44	109.201	41.5843	1032.44	101.791	42.0273	216.829	0.425322	2.47612	0	2.47612	0	0.824077	-8.21119	0	0.242649	2.64621	1.51809	0.799046	1.08069	0	1.26484	0	1.26484	1.78309	1.36755	29973.4	2.0566	7792.65	1.00339	1.13316	1.00864	1.00864	1.06515	0.668831	0.137318	0.813796	1.11952	1.16699	1.01016	0.997544	2020.45	435.765	0	nan
330.633	78467.8	62.7907	91.5108	5140.6	34087.4	65.0605	82.7934	105.194	57.448	5746.03	738.158	5.71199	6.9867	12.0536	0.961513	0.285225	612.426	2890.15	0.0375362	5.35613	16.1822	0.832509	37.0841	33.0524	118967	568.95	0.855493	0.0400333	0.0400333	224.215	186.661	83.5997	42.3248	41.7901	44.1381	1034.12	111.231	41.0909	1034.12	103.885	41.634	201.159	13.0699	2.47574	0	2.47574	0	-0.00183687	-3.36417	0	0.242631	2.64303	1.51509	0.799463	1.079	0	1.26174	0	1.26174	1.77916	1.36425	29956.2	2.0513	7801.48	1.00359	1.13342	1.00882	1.00882	1.06539	0.668979	0.137327	0.81392	1.11979	1.16724	1.01037	0.997736	2027.34	437.25	0	nan
331.644	78467.8	62.7907	91.5127	5140.74	34087.2	62.9962	82.7943	105.195	57.4487	5746.14	738.158	5.69794	6.98681	12.0536	0.961542	0.285292	612.426	2499.9	0.0375362	5.35613	12.3961	0.832256	37.0843	33.0525	109948	549.468	0.799636	0.0400333	0.0400333	223.941	186.376	83.4493	42.3523	41.7902	44.1448	1033.49	109.978	41.9617	1033.49	102.595	42.4012	173.094	34.9842	2.47537	0	2.47537	0	0.100473	-1.75247	0	0.242613	2.63986	1.51215	0.799874	1.07733	0	1.25864	0	1.25864	1.77522	1.36097	29939	2.04604	7810.29	1.00345	1.13323	1.00869	1.00869	1.06522	0.668872	0.137321	0.81383	1.1196	1.16706	1.01022	0.997597	2034.21	438.731	0	nan
332.656	78467.8	62.7907	91.5145	5140.89	34087.1	61.1139	82.7952	105.196	57.4493	5746.26	738.158	5.68553	6.98693	12.0536	0.961787	0.284828	612.426	2399.09	0.0375362	5.35613	11.4202	0.83201	37.0845	33.0526	101563	534.235	0.746919	0.0400333	0.0400333	223.677	186.101	83.3334	42.28	41.826	44.1513	1033.3	108.768	42.6307	1033.3	101.336	42.9807	167.618	39.2016	2.47501	0	2.47501	0	0.512689	-1.1441	0	0.242594	2.63669	1.50936	0.800279	1.07568	0	1.25553	0	1.25553	1.77129	1.35772	29921.9	2.04083	7819.07	1.00303	1.1327	1.00831	1.00831	1.06472	0.66857	0.137302	0.813579	1.11906	1.16656	1.00981	0.997205	2041.07	440.209	0	nan
333.667	78467.8	62.7907	91.5164	5141.04	34086.9	59.395	82.796	105.196	57.45	5746.38	738.158	5.67466	6.98704	12.0536	0.962003	0.284608	612.426	2371.85	0.0375362	5.35613	11.1564	0.831776	37.0846	33.0528	93826	522.193	0.697462	0.0400333	0.0400333	223.426	185.84	82.8356	42.252	41.8217	44.1574	1033.25	107.593	43.1349	1033.25	100.106	43.4102	166.204	40.2769	2.47466	0	2.47466	0	0.203167	-0.773324	0	0.242576	2.63351	1.50665	0.80068	1.07404	0	1.25241	0	1.25241	1.76735	1.35451	29904.8	2.03568	7827.84	1.00276	1.13234	1.00806	1.00806	1.0644	0.668372	0.13729	0.813414	1.1187	1.16624	1.00954	0.996949	2047.91	441.682	0	nan
