Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	Brain-Vascular-Succinylcholine-Concentration(ug/mL)	Fat-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	Fat-Vascular-Succinylcholine-Concentration(ug/mL)	LeftKidney-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Succinylcholine-Concentration(ug/mL)	RightKidney-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Succinylcholine-Concentration(ug/mL)	Liver-Tissue-Succinylcholine-ExtravascularConcentration(ug/mL)	Liver-Vascular-Succinylcholine-Concentration(ug/mL)	Succinylcholine-MassInBody(ug)	Succinylcholine-PlasmaConcentration(ug/mL)	Succinylcholine-RemainingSystemicMassCleared(ug)	Succinylcholine-Kidneys-PartitionCoefficient	Succinylcholine-Brain-PartitionCoefficient	Succinylcholine-RightLung-PartitionCoefficient	Succinylcholine-LeftLung-PartitionCoefficient	Succinylcholine-Liver-PartitionCoefficient	Succinylcholine-Bone-PartitionCoefficient	Succinylcholine-Fat-PartitionCoefficient	Succinylcholine-Skin-PartitionCoefficient	Succinylcholine-Muscle-PartitionCoefficient	Succinylcholine-Spleen-PartitionCoefficient	Succinylcholine-Gut-PartitionCoefficient	Succinylcholine-Myocardium-PartitionCoefficient	Succinylcholine-Liver-MassCleared(ug)	Succinylcholine-Liver-MassExcreted(ug)	Succinylcholine-Kidneys-MassCleared(ug)	Succinylcholine-Kidneys-MassExcreted(ug)	
816.978	78465.8	84.375	58.4741	4846.4	34377	94.061	92.9718	107.55	73.2661	4933.75	737.833	4.65889	5.33445	16.6154	0.970003	0.271703	573.19	2582.93	0.0360611	6.91001	13.296	0.831604	37.1824	32.6702	201556	1224.9	1.33747	0.0406228	0.0406228	226.699	188.524	92.1515	41.0303	40.9409	44.0413	1032.14	118.937	41.3269	1032.14	113.092	41.8669	216.524	0.673077	2.36026	0	2.36026	0	2.81686	0.628779	0.0393639	0	0.0379879	0.0207058	0.0517777	0.00917301	0	0.00932806	0	0.00932806	0.0413985	0.0248312	1008.42	0.0238117	4019.36	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
817.989	78465.8	84.375	58.4772	4846.39	34377	75.8514	92.9676	107.546	73.2617	4934.01	737.833	4.56212	5.3345	16.6154	0.969921	0.272537	573.19	2891.81	0.0360611	6.91001	16.1942	0.829721	37.1825	32.6695	152703	776.619	1.04109	0.0411178	0.0411178	224.637	186.386	92.6605	41.2777	41.0027	44.062	1034.19	121.247	40.1328	1034.19	115.464	40.83	207.722	9.68211	2.35927	0	2.35927	0	-0.420986	-2.24274	0.039283	0	0.0378992	0.0206441	0.051778	0.00916313	0	0.00931806	0	0.00931806	0.041292	0.0247701	1007.84	0.0237608	4019.94	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
819	78465.8	84.375	58.4831	4846.4	34376.9	106.863	92.9591	107.536	73.2529	4934.51	737.833	4.6515	5.33459	16.6154	0.969909	0.272493	573.19	2451.93	0.0360611	6.91001	11.9279	0.835427	37.1827	32.6687	197847	1807.98	1.14755	0.0405713	0.0405713	231.019	193	92.6916	41.284	40.9881	44.1283	1033.46	119.685	41.3165	1033.46	113.845	41.8983	180.847	35.4482	2.35958	0	2.35958	0	5.10657	-2.94525	0.039219	0	0.0378037	0.0206225	0.0517784	0.00915497	0	0.00931303	0	0.00931303	0.0411844	0.0247079	1007.26	0.0237204	4020.51	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
820.011	78465.8	84.375	58.4861	4846.35	34377	83.7872	92.9547	107.532	73.2485	4934.76	737.833	4.60346	5.33463	16.6154	0.969993	0.271996	573.19	2376.96	0.0360611	6.91001	11.2052	0.830487	37.1829	32.6679	179768	919.343	1.2174	0.0408366	0.0408366	225.48	187.258	92.1814	41.1375	40.9687	44.0439	1033.27	118.463	42.0255	1033.27	112.565	42.4826	177.553	38.5234	2.35899	0	2.35899	0	0.105474	-3.12734	0.0391547	0	0.0377091	0.0205512	0.0517787	0.00914413	0	0.00927593	0	0.00927593	0.0410771	0.0246433	1006.69	0.02368	4021.09	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
821.022	78465.8	84.375	58.4917	4846.37	34376.9	100.886	92.946	107.522	73.2395	4935.24	737.833	4.60652	5.3347	16.6154	0.970224	0.274836	573.063	2824.99	0.0360559	6.90847	15.6364	0.839658	37.183	32.6671	149240	1684.81	0.917378	0.0410199	0.0410199	235.995	198.155	92.1123	42.1467	40.9536	44.1241	1032.66	120.545	40.1709	1032.66	114.758	40.8545	216.879	0.414406	2.35869	0	2.35869	0	8.79328	-9.60708	0.0390698	0	0.0376224	0.0205243	0.051779	0.00913631	0	0.00933281	0	0.00933281	0.0409719	0.0245855	1006.11	0.0236265	4021.66	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
822.033	78465.8	84.375	58.4945	4846.34	34377	94.0336	92.9415	107.517	73.235	4935.47	737.833	4.66155	5.33473	16.6154	0.969702	0.272062	573.063	2618.16	0.0360559	6.90847	13.5288	0.831601	37.1832	32.6664	201530	1224.73	1.33864	0.0405816	0.0405816	226.714	188.536	92.9364	41.0974	41.0169	44.0302	1033.92	120.524	40.6824	1033.92	114.708	41.3235	189.022	27.7128	2.35889	0	2.35889	0	3.08789	3.8435	0.0390201	0	0.0375227	0.0204632	0.0517794	0.00912568	0	0.00923704	0	0.00923704	0.040864	0.0245189	1005.54	0.0235953	4022.24	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
823.044	78465.8	84.375	58.4972	4846.32	34377	75.82	92.9371	107.512	73.2305	4935.7	737.833	4.56468	5.33476	16.6154	0.970072	0.272428	573.063	2403.77	0.0360559	6.90847	11.4637	0.829719	37.1833	32.6656	152640	776.19	1.04191	0.0410761	0.0410761	224.654	186.399	91.0558	41.2579	40.9204	44.051	1033.34	119.299	41.5639	1033.34	113.441	42.0912	178.675	37.4372	2.3579	0	2.3579	0	-0.2756	-1.1883	0.0389402	0	0.0374351	0.0204023	0.0517796	0.00911591	0	0.00922732	0	0.00922732	0.040759	0.0244587	1004.97	0.023545	4022.81	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
824.056	78465.8	84.375	58.5026	4846.33	34376.9	106.829	92.9281	107.502	73.2215	4936.16	737.833	4.65408	5.33482	16.6154	0.969959	0.272228	572.761	2471.46	0.0360488	6.9048	12.2072	0.835421	37.1835	32.6648	197813	1808.12	1.1486	0.0405294	0.0405294	231.031	193.008	92.2513	41.2348	40.9953	44.1174	1032.08	118.171	41.8997	1032.08	112.288	42.3877	213.382	3.69442	2.35821	0	2.35821	0	5.70787	-4.30287	0.038877	0	0.0373409	0.0203813	0.0517799	0.00910788	0	0.00922264	0	0.00922264	0.0406528	0.0243973	1004.4	0.0235052	4023.38	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
825.067	78465.8	84.375	58.5053	4846.29	34377	83.7561	92.9236	107.498	73.2169	4936.39	737.833	4.60608	5.33485	16.6154	0.96978	0.272232	572.761	2942.11	0.0360488	6.9048	16.7638	0.830479	37.1837	32.6641	179719	918.912	1.21848	0.0407947	0.0407947	225.49	187.265	92.7904	41.1819	41.0518	44.0329	1032.99	120.99	39.9096	1032.99	115.207	40.6121	216.936	0.413324	2.35762	0	2.35762	0	0.335272	-6.55181	0.0388136	0	0.0372475	0.0203108	0.0517802	0.00909716	0	0.00918602	0	0.00918602	0.0405469	0.0243337	1003.83	0.0234653	4023.95	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
826.078	78465.8	84.375	58.5107	4846.3	34376.9	100.854	92.9147	107.488	73.2078	4936.84	737.833	4.60909	5.33492	16.6154	0.970086	0.27487	572.761	2478.49	0.0360488	6.9048	12.1837	0.839647	37.1838	32.6633	149183	1685.18	0.918094	0.0409777	0.0409777	236.002	198.158	92.5934	42.1537	40.9227	44.1132	1033.53	119.966	41.0741	1033.53	114.131	41.6784	182.001	34.2834	2.35732	0	2.35732	0	8.8287	-5.12639	0.0387297	0	0.0371619	0.0202843	0.0517804	0.00908944	0	0.00924245	0	0.00924245	0.0404432	0.0242767	1003.26	0.0234126	4024.52	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
827.089	78465.7	84.375	58.5134	4846.27	34377	94.005	92.9102	107.483	73.2033	4937.07	737.833	4.66421	5.33495	16.6154	0.969868	0.271612	572.761	2381.4	0.0360488	6.9048	11.248	0.831595	37.184	32.6625	201503	1224.53	1.33982	0.0405395	0.0405395	226.727	188.545	92.2272	41.0141	40.9905	44.0195	1033.28	118.588	41.9653	1033.28	112.687	42.4426	177.674	38.3256	2.35753	0	2.35753	0	2.765	4.81497	0.0386808	0	0.0370635	0.0202239	0.0517807	0.00907894	0	0.00914761	0	0.00914761	0.0403367	0.024211	1002.69	0.0233818	4025.09	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
828.1	78465.7	84.375	58.5162	4846.26	34377	75.7882	92.9058	107.478	73.1988	4937.3	737.833	4.56723	5.33499	16.6154	0.969908	0.272167	572.471	2761.03	0.0360407	6.90129	15.0192	0.82971	37.1842	32.6617	152576	775.76	1.04272	0.0410338	0.0410338	224.663	186.405	92.2681	41.2096	40.9583	44.0402	1032.5	120.107	40.3828	1032.5	114.284	41.0238	216.849	0.41819	2.35653	0	2.35653	0	0.0976586	-6.1719	0.0386018	0	0.0369771	0.0201638	0.0517809	0.00906929	0	0.00913802	0	0.00913802	0.0402331	0.0241517	1002.12	0.0233322	4025.65	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
829.111	78465.7	84.375	58.5216	4846.26	34376.9	106.796	92.897	107.469	73.1898	4937.76	737.833	4.65665	5.33506	16.6154	0.969835	0.272586	572.471	2695.17	0.0360407	6.90129	14.2716	0.835414	37.1843	32.661	197783	1808.26	1.14967	0.0404874	0.0404874	231.042	193.016	92.0408	41.302	40.9192	44.1064	1034.11	120.576	40.5763	1034.11	114.747	41.2429	193.319	23.5854	2.35684	0	2.35684	0	5.07656	-3.93909	0.0385394	0	0.036884	0.020143	0.0517811	0.00906137	0	0.00913343	0	0.00913343	0.0401284	0.0240912	1001.56	0.023293	4026.22	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
830.122	78465.7	84.375	58.5244	4846.22	34377	83.725	92.8927	107.464	73.1853	4937.99	737.833	4.60867	5.3351	16.6154	0.96973	0.272123	572.471	2415.93	0.0360407	6.90129	11.5809	0.830475	37.1845	32.6602	179671	918.476	1.21956	0.0407528	0.0407528	225.505	187.276	92.7991	41.162	41.0176	44.022	1033.37	119.255	41.4451	1033.37	113.377	41.9776	179.142	36.9233	2.35626	0	2.35626	0	0.643917	-3.50749	0.0384769	0	0.0367919	0.0200734	0.0517813	0.00905078	0	0.00909724	0	0.00909724	0.040024	0.0240284	1000.99	0.0232536	4026.79	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
831.133	78465.7	84.375	58.5299	4846.24	34376.9	100.823	92.884	107.455	73.1764	4938.46	737.833	4.61164	5.33519	16.6154	0.96997	0.274548	572.378	2378.88	0.0360359	6.90016	11.2644	0.839622	37.1846	32.6594	149128	1685.61	0.918823	0.0409358	0.0409358	235.992	198.144	93.5912	42.0931	41.0054	44.1024	1032.64	118.044	42.1801	1032.64	112.133	42.6342	186.571	29.5971	2.35595	0	2.35595	0	8.42782	-4.32395	0.0383939	0	0.0367073	0.0200473	0.0517814	0.00904317	0	0.00915324	0	0.00915324	0.0399216	0.0239722	1000.43	0.0232015	4027.35	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
832.144	78465.7	84.375	58.5327	4846.21	34377	93.9768	92.8797	107.451	73.1719	4938.7	737.833	4.66685	5.33523	16.6154	0.969816	0.271848	572.378	2912.31	0.0360359	6.90016	16.4778	0.831589	37.1848	32.6586	201477	1224.33	1.34102	0.040498	0.040498	226.74	188.555	92.1151	41.0583	41.0246	44.0086	1032.89	120.833	39.9624	1032.89	115.034	40.6641	216.92	0.413387	2.35616	0	2.35616	0	3.48654	0.545214	0.0383458	0	0.0366102	0.0199877	0.0517816	0.00903279	0	0.00905939	0	0.00905939	0.0398166	0.0239075	999.866	0.0231713	4027.91	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
833.156	78465.7	84.375	58.5356	4846.19	34377	75.757	92.8755	107.446	73.1675	4938.94	737.833	4.56975	5.33528	16.6154	0.969709	0.272526	572.378	2513.18	0.0360359	6.90016	12.5177	0.829703	37.185	32.6578	152513	775.332	1.04354	0.0409925	0.0409925	224.674	186.413	93.0069	41.277	40.9572	44.0292	1033.63	120.139	40.8864	1033.63	114.292	41.4949	183.589	32.7241	2.35517	0	2.35517	0	0.149278	-1.38692	0.0382678	0	0.0365249	0.0199283	0.0517818	0.00902325	0	0.00904993	0	0.00904993	0.0397144	0.023849	999.305	0.0231222	4028.47	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
834.167	78465.7	84.375	58.5412	4846.2	34376.9	106.764	92.8669	107.437	73.1587	4939.42	737.833	4.65919	5.33538	16.6154	0.969828	0.27214	572.378	2387.1	0.0360359	6.90016	11.303	0.835409	37.1851	32.6571	197755	1808.42	1.15076	0.0404463	0.0404463	231.057	193.027	92.8623	41.2191	41.0213	44.0957	1033.29	118.605	41.9113	1033.29	112.702	42.411	177.856	38.08	2.35547	0	2.35547	0	5.20165	-2.08932	0.0382063	0	0.036433	0.0199078	0.0517819	0.00901544	0	0.00904538	0	0.00904538	0.0396111	0.0237893	998.745	0.0230836	4029.03	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
835.178	78465.7	84.375	58.5441	4846.16	34377	83.6947	92.8627	107.432	73.1543	4939.66	737.833	4.61122	5.33542	16.6154	0.969954	0.271862	572.074	2680.28	0.0360301	6.89646	14.2389	0.830467	37.1853	32.6563	179623	918.044	1.22065	0.0407119	0.0407119	225.516	187.283	91.8452	41.1136	40.9945	44.0112	1032.32	119.356	40.7683	1032.32	113.494	41.3528	216.792	0.442914	2.35489	0	2.35489	0	0.95119	-8.38702	0.0381446	0	0.036342	0.0198391	0.051782	0.00900496	0	0.0090095	0	0.0090095	0.0395081	0.0237274	998.186	0.0230448	4029.59	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
836.189	78465.7	84.375	58.5498	4846.18	34376.9	100.794	92.8543	107.424	73.1456	4940.14	737.833	4.61414	5.33552	16.6154	0.969931	0.274873	572.074	2790.04	0.0360301	6.89646	15.1914	0.839621	37.1855	32.6555	149073	1686.04	0.919562	0.040895	0.040895	236.011	198.16	93.3479	42.1549	40.9824	44.0915	1034.27	120.864	40.3103	1034.27	115.038	40.9994	199.258	17.8703	2.35459	0	2.35459	0	9.04232	-6.1327	0.0380626	0	0.0362586	0.0198133	0.0517821	0.00899745	0	0.00906501	0	0.00906501	0.0394072	0.023672	997.627	0.0229933	4030.15	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
837.2	78465.7	84.375	58.5526	4846.15	34377	93.9494	92.8501	107.419	73.1412	4940.38	737.833	4.66945	5.33557	16.6154	0.969695	0.27174	572.074	2431.68	0.0360301	6.89646	11.7328	0.831584	37.1856	32.6547	201452	1224.12	1.34222	0.0404575	0.0404575	226.753	188.564	92.9317	41.0385	41.0081	43.9978	1033.41	119.398	41.3619	1033.41	113.516	41.9161	179.791	36.2469	2.35479	0	2.35479	0	2.99806	4.11614	0.0380152	0	0.0361627	0.0197545	0.0517822	0.0089872	0	0.00897207	0	0.00897207	0.0393036	0.0236082	997.07	0.0229636	4030.71	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
838.211	78465.7	84.375	58.5555	4846.13	34377	75.7263	92.8459	107.415	73.1368	4940.62	737.833	4.57224	5.33562	16.6154	0.969929	0.272079	572.074	2373.56	0.0360301	6.89646	11.1724	0.829697	37.1858	32.6539	152450	774.908	1.04437	0.0409521	0.0409521	224.687	186.422	92.0364	41.1939	40.9828	44.0185	1033.26	118.255	42.094	1033.26	112.321	42.5443	177.245	38.6069	2.3538	0	2.3538	0	-0.121368	-1.06012	0.0379381	0	0.0360785	0.0196958	0.0517823	0.00897777	0	0.0089628	0	0.0089628	0.0392028	0.0235505	996.514	0.0229152	4031.26	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
839.222	78465.6	84.375	58.5612	4846.14	34376.9	106.733	92.8375	107.406	73.1281	4941.1	737.833	4.6617	5.33572	16.6154	0.969843	0.272374	571.592	2873.31	0.0360212	6.89062	16.1019	0.835407	37.1859	32.6531	197726	1808.58	1.15185	0.040406	0.040406	231.074	193.041	92.2522	41.2631	40.9724	44.0848	1032.79	120.5	40.0858	1032.79	114.682	40.7824	216.902	0.413617	2.35411	0	2.35411	0	5.02191	-7.28337	0.0378774	0	0.0359878	0.0196757	0.0517823	0.00897007	0	0.00895847	0	0.00895847	0.0391009	0.0234918	995.959	0.0228771	4031.82	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
840.233	78465.6	84.375	58.564	4846.1	34377	83.6648	92.8334	107.401	73.1238	4941.34	737.833	4.61375	5.33576	16.6154	0.969735	0.272225	571.592	2558.64	0.0360212	6.89062	12.9555	0.830461	37.1861	32.6523	179576	917.618	1.22175	0.0406716	0.0406716	225.529	187.293	92.5067	41.1818	41.0214	44.0003	1033.75	120.12	40.7633	1033.75	114.257	41.3761	185.809	30.5865	2.35352	0	2.35352	0	-0.356491	-3.98567	0.0378166	0	0.035898	0.0196078	0.0517824	0.00895972	0	0.00892303	0	0.00892303	0.0389993	0.0234307	995.406	0.0228389	4032.37	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
841.244	78465.6	84.375	58.5696	4846.12	34376.9	100.764	92.825	107.392	73.1151	4941.81	737.833	4.61663	5.33586	16.6154	0.970265	0.27453	571.592	2394.45	0.0360212	6.89062	11.3739	0.839615	37.1863	32.6515	149019	1686.46	0.920302	0.0408546	0.0408546	236.023	198.169	91.3076	42.0903	40.9584	44.0808	1033.31	118.892	41.7038	1033.31	112.995	42.2253	178.121	37.7625	2.35322	0	2.35322	0	8.64837	-4.36595	0.0377355	0	0.0358156	0.0195824	0.0517824	0.00895231	0	0.00897807	0	0.00897807	0.0388997	0.0233761	994.853	0.022788	4032.93	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
842.256	78465.6	84.375	58.5724	4846.09	34377	93.9223	92.8208	107.388	73.1108	4942.05	737.833	4.67203	5.33591	16.6154	0.96975	0.271484	571.348	2582	0.0360153	6.88765	13.2867	0.831579	37.1864	32.6508	201427	1223.93	1.34343	0.0404172	0.0404172	226.767	188.575	92.6775	40.9911	40.9742	43.9872	1032.15	118.679	41.2945	1032.15	112.784	41.8314	216.516	0.679111	2.35343	0	2.35343	0	2.77935	0.0237674	0.0376889	0	0.035721	0.0195243	0.0517824	0.00894218	0	0.00888608	0	0.00888608	0.0387975	0.0233132	994.301	0.0227588	4033.48	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
843.267	78465.6	84.375	58.5752	4846.07	34377	75.6959	92.8166	107.384	73.1064	4942.29	737.833	4.57471	5.33595	16.6154	0.96996	0.272321	571.348	2890.62	0.0360153	6.88765	16.183	0.82969	37.1866	32.65	152388	774.488	1.0452	0.0409118	0.0409118	224.699	186.431	91.2012	41.2396	40.9685	44.0077	1034.18	120.997	40.1037	1034.18	115.161	40.7972	207.735	9.59575	2.35243	0	2.35243	0	-0.153316	-2.24459	0.0376127	0	0.0356378	0.0194663	0.0517824	0.00893287	0	0.00887696	0	0.00887696	0.0386981	0.0232563	993.75	0.022711	4034.03	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
844.278	78465.6	84.375	58.5808	4846.08	34376.9	106.702	92.8082	107.375	73.0978	4942.75	737.833	4.6642	5.33604	16.6154	0.969894	0.272276	571.348	2452.1	0.0360153	6.88765	11.9294	0.835396	37.1867	32.6492	197697	1808.73	1.15294	0.0403657	0.0403657	231.081	193.045	91.6995	41.2451	40.9987	44.0741	1033.46	119.435	41.2826	1033.46	113.55	41.8607	180.666	35.3652	2.35274	0	2.35274	0	5.06529	-2.92674	0.0375529	0	0.0355483	0.0194466	0.0517824	0.00892527	0	0.00887276	0	0.00887276	0.0385976	0.0231984	993.2	0.0226734	4034.58	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
845.289	78465.6	84.375	58.5836	4846.04	34377	83.6351	92.804	107.37	73.0934	4942.99	737.833	4.61628	5.33609	16.6154	0.969933	0.27178	571.348	2377.03	0.0360153	6.88765	11.206	0.830456	37.1869	32.6484	179529	917.194	1.22285	0.0406314	0.0406314	225.542	187.302	91.5311	41.0992	41.0095	43.9898	1033.27	118.213	41.9867	1033.27	112.27	42.4406	177.342	38.4485	2.35216	0	2.35216	0	0.772125	-3.13124	0.0374928	0	0.0354597	0.0193796	0.0517824	0.00891505	0	0.00883782	0	0.00883782	0.0384974	0.0231382	992.652	0.0226358	4035.13	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
846.3	78465.6	84.375	58.5891	4846.06	34376.9	100.735	92.7957	107.361	73.0848	4943.46	737.833	4.61912	5.33618	16.6154	0.969992	0.27462	570.998	2823.07	0.0360089	6.88341	15.6174	0.839615	37.1871	32.6476	148965	1686.87	0.921042	0.0408142	0.0408142	236.044	198.186	92.71	42.1077	41.0137	44.0701	1032.66	120.3	40.1445	1032.66	114.47	40.8238	216.88	0.414469	2.35185	0	2.35185	0	9.08315	-9.65322	0.0374127	0	0.0353783	0.0193546	0.0517824	0.00890774	0	0.00889252	0	0.00889252	0.0383991	0.0230844	992.104	0.0225855	4035.67	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
847.311	78465.6	84.375	58.5919	4846.03	34376.9	93.8952	92.7915	107.357	73.0805	4943.69	737.833	4.67461	5.33623	16.6154	0.969763	0.271847	570.998	2618.1	0.0360089	6.88341	13.5283	0.831576	37.1872	32.6468	201402	1223.73	1.34464	0.0403769	0.0403769	226.783	188.587	91.7443	41.059	41.0014	43.9764	1033.91	120.289	40.6544	1033.91	114.421	41.2921	188.913	27.6242	2.35206	0	2.35206	0	2.47424	3.26757	0.0373669	0	0.0352849	0.0192972	0.0517823	0.00889774	0	0.0088014	0	0.0088014	0.0382984	0.0230223	991.557	0.0225568	4036.22	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
848.322	78465.6	84.375	58.5946	4846.02	34376.9	75.6655	92.7873	107.352	73.0762	4943.92	737.833	4.57718	5.33627	16.6154	0.96995	0.272217	570.998	2403.91	0.0360089	6.88341	11.4651	0.829684	37.1874	32.646	152327	774.07	1.04603	0.0408715	0.0408715	224.712	186.44	91.0998	41.2206	40.9375	43.9971	1033.34	119.061	41.5291	1033.34	113.153	42.0533	178.489	37.3566	2.35107	0	2.35107	0	0.581484	-1.1923	0.0372916	0	0.0352028	0.0192399	0.0517822	0.00888853	0	0.00879236	0	0.00879236	0.0382003	0.0229663	991.012	0.0225096	4036.77	1.01892	0.93089	1.06888	1.06888	0.92968	0.881872	0.9086	1.10632	0.895002	0.966108	1.02683	1.05629	0	0	0	nan
