Time(s)	PatientWeight(g)	HeartRate(1/min)	HeartStrokeVolume(mL)	BloodVolume(mL)	ExtravascularFluidVolume(mL)	ArterialPressure(mmHg)	MeanArterialPressure(mmHg)	SystolicArterialPressure(mmHg)	DiastolicArterialPressure(mmHg)	CardiacOutput(mL/min)	HemoglobinContent(g)	CentralVenousPressure(mmHg)	PulmonaryCapillariesWedgePressure(mmHg)	RespirationRate(1/min)	OxygenSaturation	CarbonDioxideSaturation	TidalVolume(mL)	TotalLungVolume(mL)	EndTidalCarbonDioxideFraction	TotalAlveolarVentilation(L/min)	TranspulmonaryPressure(cmH2O)	RespiratoryQuotient	CoreTemperature(degC)	SkinTemperature(degC)	GlomerularFiltrationRate(mL/day)	RenalBloodFlow(mL/min)	UrineProductionRate(mL/min)	LeftAfferentArterioleResistance(mmHg_min/mL)	RightAfferentArterioleResistance(mmHg_min/mL)	OxygenConsumptionRate(mL/min)	CarbonDioxideProductionRate(mL/min)	Aorta-Vascular-Oxygen-PartialPressure(mmHg)	Aorta-Vascular-CarbonDioxide-PartialPressure(mmHg)	VenaCava-Vascular-Oxygen-PartialPressure(mmHg)	VenaCava-Vascular-CarbonDioxide-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-Pressure(cmH2O)	LeftAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	LeftAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	RightAlveoli-Pulmonary-Pressure(cmH2O)	RightAlveoli-Pulmonary-Oxygen-PartialPressure(mmHg)	RightAlveoli-Pulmonary-CarbonDioxide-PartialPressure(mmHg)	Trachea-Pulmonary-Oxygen-PartialPressure(cmH2O)	Trachea-Pulmonary-CarbonDioxide-PartialPressure(cmH2O)	RightTubules-Urine-Sodium-Concentration(mg/mL)	RightTubules-Urine-Albumin-Concentration(mg/mL)	LeftTubules-Urine-Sodium-Concentration(mg/mL)	LeftTubules-Urine-Albumin-Concentration(mg/mL)	Oxygen-AlveolarTransfer(mL/s)	CarbonDioxide-AlveolarTransfer(mL/s)	NeuromuscularBlockLevel	SedationLevel	Brain-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Brain-Vascular-Rocuronium-Concentration(ug/mL)	Fat-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Fat-Vascular-Rocuronium-Concentration(ug/mL)	LeftKidney-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	LeftKidney-Vascular-Rocuronium-Concentration(ug/mL)	RightKidney-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	RightKidney-Vascular-Rocuronium-Concentration(ug/mL)	Liver-Tissue-Rocuronium-ExtravascularConcentration(ug/mL)	Liver-Vascular-Rocuronium-Concentration(ug/mL)	Rocuronium-MassInBody(ug)	Rocuronium-PlasmaConcentration(ug/mL)	Rocuronium-RemainingSystemicMassCleared(ug)	Rocuronium-Kidneys-PartitionCoefficient	Rocuronium-Brain-PartitionCoefficient	Rocuronium-RightLung-PartitionCoefficient	Rocuronium-LeftLung-PartitionCoefficient	Rocuronium-Liver-PartitionCoefficient	Rocuronium-Bone-PartitionCoefficient	Rocuronium-Fat-PartitionCoefficient	Rocuronium-Skin-PartitionCoefficient	Rocuronium-Muscle-PartitionCoefficient	Rocuronium-Spleen-PartitionCoefficient	Rocuronium-Gut-PartitionCoefficient	Rocuronium-Myocardium-PartitionCoefficient	Rocuronium-Liver-MassCleared(ug)	Rocuronium-Liver-MassExcreted(ug)	Rocuronium-Kidneys-MassCleared(ug)	Rocuronium-Kidneys-MassExcreted(ug)	
170.878	78467.8	103.846	42.7298	5034.57	34193.3	119.455	108.44	119.483	91.7284	4437.33	738.158	4.02947	4.73065	0	0.585	0.305473	0	2361.25	0.0367687	0	11.0537	0.802385	37.0672	32.9957	194295	1726.48	0.971755	0.057543	0.057543	194.776	156.285	30.8997	46.697	28.2295	47.2671	1033.23	31.7156	47.4185	1033.23	31.2789	47.4317	174.097	37.9904	2.56841	0	2.56841	0	0.501553	0.047489	0.920072	0	3.79458	3.29893	0.766253	3.10473	0	4.3375	0	4.3375	3.20583	3.04724	47621.1	6.38763	1875.37	1.10984	1.25708	1.11115	1.11115	1.18217	0.73021	0.140165	0.880532	1.24929	1.2826	1.10997	1.10166	8.43194	495.08	0	nan
171.889	78467.8	103.846	42.7205	5033.81	34194	92.3497	108.474	119.523	91.7585	4436.36	738.158	3.97637	4.7308	0	0.583074	0.304761	0	2361.25	0.0367687	0	11.0537	0.800726	37.0675	32.9954	180348	979.914	0.915532	0.0584067	0.0584067	193.411	154.869	30.8019	46.4225	28.0743	47.3006	1033.23	31.5504	47.3695	1033.23	31.1245	47.3783	174.097	37.9904	2.56773	0	2.56773	0	0.384184	-1.99284	0.919744	0	3.80061	3.28553	0.769311	3.09046	0	4.30409	0	4.30409	3.21347	3.04136	47609.2	6.35925	1881.63	1.11122	1.25884	1.11242	1.11242	1.1838	0.731194	0.140213	0.881359	1.25108	1.28424	1.11132	1.10296	8.53639	500.631	0	nan
172.9	78467.8	103.846	42.7046	5033.06	34194.8	101.816	108.548	119.61	91.8243	4434.71	738.158	3.9862	4.73136	0	0.57943	0.304716	0	2361.25	0.0367687	0	11.0537	0.800973	37.0677	32.995	198633	1154.13	1.12545	0.0589176	0.0589176	193.62	155.085	30.5737	46.3832	27.9208	47.2416	1033.23	31.3831	47.3415	1033.23	30.9684	47.3455	174.097	37.9904	2.56765	0	2.56765	0	0.46697	-1.65114	0.919431	0	3.80681	3.27599	0.772476	3.07609	0	4.27634	0	4.27634	3.22102	3.03577	47597.3	6.33241	1887.86	1.11158	1.25931	1.11275	1.11275	1.18423	0.731454	0.140226	0.881578	1.25156	1.28468	1.11168	1.1033	8.64109	506.237	0	nan
173.911	78467.8	103.846	42.6889	5032.31	34195.5	113.765	108.627	119.701	91.8963	4433.08	738.158	4.03528	4.7321	0	0.575772	0.304589	0	2361.25	0.0367687	0	11.0537	0.801169	37.068	32.9946	208568	1530.06	1.04441	0.058001	0.058001	193.788	155.257	30.4654	46.3153	27.8749	47.3139	1033.23	31.2122	47.4868	1033.23	30.8077	47.4977	174.097	37.9904	2.56787	0	2.56787	0	0.470082	1.28652	0.919131	0	3.81271	3.26757	0.775511	3.06237	0	4.25163	0	4.25163	3.22838	3.03025	47585.4	6.30685	1894.06	1.11207	1.25993	1.11321	1.11321	1.18481	0.731805	0.140243	0.881873	1.25219	1.28527	1.11216	1.10377	8.74603	511.815	0	nan
174.922	78467.8	105.882	42.6722	5031.55	34196.3	115.976	109.037	119.794	92.53	4518.23	738.158	3.99181	4.73872	0	0.572692	0.307391	0	2361.25	0.0367687	0	11.0537	0.800814	37.0682	32.9942	181611	1583.78	0.920771	0.0581187	0.0581187	193.503	154.96	30.2669	47.3149	27.6589	47.3953	1033.23	31.0476	47.5336	1033.23	30.6527	47.5471	174.097	37.9904	2.56721	0	2.56721	0	0.463963	-1.33133	0.918824	0	3.81833	3.25857	0.778438	3.04905	0	4.25184	0	4.25184	3.23558	3.02471	47573.5	6.28085	1900.23	1.1076	1.2542	1.10908	1.10908	1.17951	0.728602	0.140086	0.87918	1.24636	1.27991	1.10777	1.09955	8.85121	517.373	0	nan
175.933	78467.8	105.882	42.5247	5030.78	34197	95.7396	109.377	120.189	92.7803	4502.62	738.158	3.94951	4.72702	0	0.570395	0.305282	0	2361.25	0.0367687	0	11.0537	0.799524	37.0685	32.9938	185347	1024.35	1.0454	0.0594916	0.0594916	192.455	153.873	30.1576	46.526	27.5459	47.3879	1033.23	30.8866	47.4797	1033.23	30.5017	47.4876	174.097	37.9904	2.56662	0	2.56662	0	0.382974	-0.738852	0.918493	0	3.82421	3.24591	0.781511	3.03474	0	4.20638	0	4.20638	3.24276	3.01902	47561.7	6.25313	1906.38	1.11149	1.25919	1.11267	1.11267	1.18413	0.731391	0.140223	0.881525	1.25144	1.28457	1.11159	1.10322	8.95662	523.014	0	nan
176.944	78467.8	103.846	42.1488	5030.01	34197.8	104.77	109.022	120.138	92.2272	4376.99	738.158	3.98616	4.70336	0	0.566842	0.305271	0	2361.25	0.0367687	0	11.0537	0.799676	37.0687	32.9934	201484	1226.93	1.14643	0.0592565	0.0592565	192.585	154.006	29.9984	46.5	27.4398	47.3631	1033.23	30.7272	47.4486	1033.23	30.3517	47.4502	174.097	37.9904	2.56674	0	2.56674	0	0.473153	-1.61002	0.918184	0	3.82997	3.23714	0.784556	3.02092	0	4.18114	0	4.18114	3.24979	3.01359	47549.8	6.2274	1912.49	1.11179	1.25958	1.11295	1.11295	1.18448	0.731605	0.140233	0.881705	1.25183	1.28493	1.11189	1.1035	9.06227	528.665	0	nan
177.956	78467.8	103.846	42.3194	5029.27	34198.5	117.487	108.578	119.594	91.9463	4394.71	738.158	4.01278	4.71282	0	0.563269	0.304983	0	2361.25	0.0367687	0	11.0537	0.79975	37.069	32.993	202521	1664.08	1.00617	0.0581086	0.0581086	192.652	154.073	29.8135	46.3868	27.3198	47.4895	1033.23	30.5602	47.6365	1033.23	30.1927	47.6498	174.097	37.9904	2.56667	0	2.56667	0	0.472899	0.778916	0.91789	0	3.83539	3.22979	0.787443	3.00791	0	4.16146	0	4.16146	3.25662	3.00825	47538	6.2031	1918.58	1.11222	1.26013	1.11335	1.11335	1.18499	0.731914	0.140249	0.881965	1.25239	1.28545	1.11231	1.10391	9.16814	534.265	0	nan
178.967	78467.8	105.882	42.256	5028.5	34199.3	109.946	109.277	120.04	92.7718	4474.16	738.158	3.97067	4.71113	0	0.560675	0.31019	0	2361.25	0.0367687	0	11.0537	0.798216	37.0692	32.9926	177449	1353.23	0.905217	0.0587052	0.0587052	191.418	152.793	29.6905	48.2686	27.1362	47.5221	1033.23	30.4027	47.6453	1033.23	30.0432	47.6588	174.097	37.9904	2.566	0	2.566	0	0.426022	-2.20078	0.917577	0	3.84067	3.22	0.790281	2.99487	0	4.16509	0	4.16509	3.26333	3.00281	47526.2	6.17743	1924.63	1.10371	1.24921	1.10549	1.10549	1.1749	0.725818	0.139949	0.876838	1.24129	1.27525	1.10394	1.09588	9.27424	539.864	0	nan
179.978	78467.8	105.882	42.0449	5027.72	34200.1	97.5349	109.324	120.096	92.8061	4451.82	738.158	3.94271	4.70265	0	0.557997	0.305848	0	2361.25	0.0367687	0	11.0537	0.798175	37.0695	32.9923	189507	1057.08	1.07146	0.0595505	0.0595505	191.391	152.764	29.5936	46.6495	27.0828	47.4719	1033.23	30.2456	47.5996	1033.23	29.895	47.6073	174.097	37.9904	2.56549	0	2.56549	0	0.390804	-0.946003	0.917254	0	3.84619	3.20888	0.793265	2.98108	0	4.11482	0	4.11482	3.27	2.99736	47514.4	6.15118	1930.66	1.11165	1.2594	1.11282	1.11282	1.18432	0.731507	0.140229	0.881623	1.25165	1.28477	1.11175	1.10337	9.38056	545.545	0	nan
180.989	78467.8	105.882	41.8405	5026.95	34200.8	106.433	109.214	119.952	92.7445	4430.18	738.158	3.98349	4.691	0	0.554523	0.305827	0	2361.25	0.0367687	0	11.0537	0.798301	37.0697	32.9919	203977	1275.06	1.16444	0.058763	0.058763	191.499	152.874	29.3442	46.6199	26.9146	47.4864	1033.23	30.0919	47.5665	1033.23	29.7488	47.5673	174.097	37.9904	2.56557	0	2.56557	0	0.471559	-0.305755	0.916949	0	3.85154	3.20069	0.796183	2.96784	0	4.09117	0	4.09117	3.27652	2.9921	47502.6	6.12656	1936.66	1.11197	1.2598	1.11311	1.11311	1.18469	0.731732	0.14024	0.881811	1.25206	1.28514	1.11206	1.10367	9.48709	551.218	0	nan
182	78467.8	105.882	41.7119	5026.19	34201.6	117.575	109.096	119.801	92.684	4416.55	738.158	4.00735	4.6821	0	0.55105	0.305606	0	2361.25	0.0367687	0	11.0537	0.798294	37.07	32.9915	203134	1657.22	1.0117	0.0582965	0.0582965	191.5	152.873	29.19	46.5266	26.8022	47.6157	1033.23	29.9293	47.7636	1033.23	29.5931	47.7773	174.097	37.9904	2.56542	0	2.56542	0	0.453904	0.757372	0.916654	0	3.85662	3.19351	0.79899	2.95519	0	4.07286	0	4.07286	3.28288	2.98691	47490.9	6.10288	1942.63	1.11239	1.26035	1.1135	1.1135	1.18519	0.732035	0.140255	0.882067	1.25261	1.28565	1.11248	1.10407	9.59383	556.863	0	nan
183.011	78467.8	105.882	41.5955	5025.42	34202.4	109.55	109.037	119.722	92.6655	4404.23	738.158	3.96453	4.67532	0	0.548524	0.310799	0	2361.25	0.0367687	0	11.0537	0.796701	37.0702	32.9911	176358	1339.5	0.900297	0.0591414	0.0591414	190.234	151.56	29.0792	48.4136	26.6882	47.648	1033.23	29.777	47.774	1033.23	29.4482	47.7879	174.097	37.9904	2.5647	0	2.5647	0	0.401693	-2.19773	0.916345	0	3.86153	3.18429	0.801717	2.94268	0	4.07737	0	4.07737	3.2891	2.98164	47479.2	6.07832	1948.58	1.10373	1.24923	1.1055	1.1055	1.17492	0.725829	0.13995	0.876847	1.24131	1.27527	1.10396	1.09589	9.70077	562.493	0	nan
184.022	78467.8	105.882	41.5471	5024.64	34203.1	97.346	109.017	119.699	92.6552	4399.11	738.158	3.93538	4.67276	0	0.54589	0.306442	0	2361.25	0.0367687	0	11.0537	0.7967	37.0705	32.9907	188882	1056.8	1.06771	0.0594678	0.0594678	190.24	151.564	28.9813	46.7827	26.581	47.5975	1033.23	29.6255	47.7243	1033.23	29.3032	47.7324	174.097	37.9904	2.56417	0	2.56417	0	0.385154	-0.932045	0.916029	0	3.86664	3.17386	0.804569	2.92953	0	4.029	0	4.029	3.29528	2.97638	47467.5	6.05333	1954.5	1.11178	1.25956	1.11294	1.11294	1.18447	0.731596	0.140233	0.881697	1.25181	1.28492	1.11187	1.10349	9.80792	568.184	0	nan
185.033	78467.8	105.882	41.4792	5023.87	34203.9	106.23	108.971	119.653	92.6222	4391.92	738.158	3.97443	4.66898	0	0.542445	0.306399	0	2361.25	0.0367687	0	11.0537	0.796825	37.0707	32.9903	203438	1274.62	1.16144	0.0586317	0.0586317	190.346	151.672	28.8064	46.7456	26.4363	47.6121	1033.23	29.4761	47.6893	1033.23	29.1606	47.6905	174.097	37.9904	2.56422	0	2.56422	0	0.454162	-0.443708	0.91573	0	3.87159	3.1661	0.807362	2.91689	0	4.00631	0	4.00631	3.3013	2.97129	47455.8	6.02986	1960.39	1.11212	1.26	1.11325	1.11325	1.18487	0.731841	0.140245	0.881903	1.25226	1.28533	1.11221	1.10381	9.91527	573.866	0	nan
186.044	78467.8	105.882	41.4273	5023.11	34204.7	117.338	108.95	119.636	92.6119	4386.42	738.158	3.99749	4.66663	0	0.538995	0.306206	0	2361.25	0.0367687	0	11.0537	0.796827	37.071	32.9899	203305	1656.8	1.01235	0.0580588	0.0580588	190.354	151.679	28.6562	46.6515	26.317	47.7414	1033.23	29.3182	47.885	1033.23	29.0089	47.8992	174.097	37.9904	2.56406	0	2.56406	0	0.438876	0.795715	0.915439	0	3.87632	3.15918	0.810052	2.90478	0	3.98857	0	3.98857	3.30718	2.96628	47444.2	6.00726	1966.25	1.11277	1.26084	1.11385	1.11385	1.18565	0.732308	0.140268	0.882296	1.25311	1.28611	1.11285	1.10443	10.0228	579.519	0	nan
187.056	78467.8	105.882	41.3857	5022.33	34205.4	109.644	108.954	119.651	92.6187	4382.02	738.158	3.95342	4.66554	0	0.536477	0.311331	0	2361.25	0.0367687	0	11.0537	0.795216	37.0712	32.9895	177115	1349.84	0.903841	0.0585914	0.0585914	189.089	150.367	28.4882	48.522	26.1725	47.7737	1033.23	29.1706	47.8957	1033.23	28.8668	47.91	174.097	37.9904	2.56335	0	2.56335	0	0.396489	-2.20458	0.915136	0	3.88088	3.15021	0.812669	2.89279	0	3.99351	0	3.99351	3.31293	2.96118	47432.6	5.98377	1972.09	1.10407	1.24967	1.10582	1.10582	1.17532	0.726076	0.139962	0.877055	1.24176	1.27568	1.1043	1.09622	10.1305	585.156	0	nan
188.067	78467.8	105.882	41.3683	5021.55	34206.2	97.3326	108.965	119.669	92.6307	4380.17	738.134	3.92304	4.66541	0	0.533865	0.306983	0	2361.25	0.0367687	0	11.0537	0.795245	37.0715	32.9891	189301	1057.18	1.06949	0.0592557	0.0592557	189.119	150.396	28.3929	46.8971	26.0767	47.7222	1033.23	29.023	47.846	1033.23	28.7253	47.8542	174.097	37.9904	2.56282	0	2.56282	0	0.381029	-0.921076	0.914822	0	3.88563	3.14001	0.815409	2.88015	0	3.94662	0	3.94662	3.31864	2.95607	47421	5.95969	1977.91	1.11198	1.25982	1.11313	1.11313	1.18471	0.731743	0.14024	0.881821	1.25208	1.28516	1.11208	1.10368	10.2385	590.856	0	nan
189.078	78467.8	105.882	41.3374	5020.77	34207	106.248	109.009	119.728	92.6701	4376.9	738.123	3.96042	4.6659	0	0.53043	0.306939	0	2361.25	0.0367687	0	11.0537	0.795378	37.0717	32.9887	203445	1272.66	1.1604	0.058765	0.058765	189.23	150.509	28.2468	46.8595	25.8883	47.7359	1033.23	28.8778	47.8115	1033.23	28.586	47.8132	174.097	37.9904	2.56289	0	2.56289	0	0.437465	-0.676153	0.914525	0	3.89025	3.13244	0.818098	2.86798	0	3.92492	0	3.92492	3.32421	2.95114	47409.4	5.93708	1983.7	1.11232	1.26026	1.11344	1.11344	1.18511	0.731986	0.140252	0.882026	1.25253	1.28557	1.11241	1.10401	10.3466	596.548	0	nan
190.089	78467.8	105.882	41.318	5020	34207.8	117.364	109.065	119.805	92.7152	4374.85	738.123	3.98327	4.66727	0	0.527009	0.306803	0	2361.25	0.0367687	0	11.0537	0.7954	37.072	32.9883	203397	1652.48	1.01199	0.0583357	0.0583357	189.254	150.533	28.0419	46.7731	25.806	47.8645	1033.23	28.7241	48.0071	1033.23	28.4373	48.0217	174.097	37.9904	2.56276	0	2.56276	0	0.426459	0.833148	0.914238	0	3.89465	3.12571	0.820692	2.85631	0	3.90767	0	3.90767	3.32964	2.94628	47397.9	5.91535	1989.46	1.11323	1.26142	1.11428	1.11428	1.18619	0.732636	0.140284	0.882572	1.25371	1.28666	1.1133	1.10486	10.4549	602.214	0	nan
191.1	78467.8	105.882	41.3321	5019.22	34208.5	110.013	109.14	119.887	92.7783	4376.34	738.122	3.93829	4.66886	0	0.524477	0.311844	0	2361.25	0.0367687	0	11.0537	0.793772	37.0722	32.9879	177191	1354.34	0.903548	0.0589069	0.0589069	187.992	149.222	27.9924	48.6291	25.6866	47.8962	1033.23	28.5799	48.0194	1033.23	28.298	48.034	174.097	37.9904	2.56205	0	2.56205	0	0.385489	-2.20513	0.913938	0	3.89891	3.11707	0.823219	2.84474	0	3.91323	0	3.91323	3.33496	2.94133	47386.4	5.89275	1995.2	1.10432	1.24999	1.10605	1.10605	1.17562	0.726256	0.139971	0.877207	1.24209	1.27598	1.10454	1.09645	10.5633	607.868	0	nan
192.111	78467.8	105.882	41.339	5018.43	34209.3	97.5331	109.183	119.931	92.8148	4377.07	738.111	3.90716	4.66952	0	0.521905	0.307531	0	2361.25	0.0367687	0	11.0537	0.793799	37.0725	32.9875	189509	1058.97	1.06994	0.0594817	0.0594817	188.019	149.249	27.854	47.0152	25.5842	47.8452	1033.23	28.4361	47.9708	1033.23	28.1594	47.9793	174.097	37.9904	2.56153	0	2.56153	0	0.360876	-0.894074	0.913628	0	3.90335	3.10721	0.825868	2.83253	0	3.86776	0	3.86776	3.34024	2.93636	47374.8	5.86962	2000.91	1.11216	1.26005	1.11329	1.11329	1.18492	0.73187	0.140246	0.881928	1.25231	1.28538	1.11225	1.10385	10.672	613.587	0	nan
193.122	78467.8	105.882	41.3463	5017.65	34210.1	106.479	109.266	120.019	92.8864	4377.84	738.094	3.94379	4.67059	0	0.518502	0.307495	0	2361.25	0.0367687	0	11.0537	0.793938	37.0727	32.9871	203925	1274.48	1.16277	0.0589066	0.0589066	188.134	149.367	27.7196	46.9807	25.4248	47.8575	1033.23	28.2947	47.9383	1033.23	28.0234	47.9401	174.097	37.9904	2.56159	0	2.56159	0	0.42039	-0.790854	0.913333	0	3.90766	3.09999	0.828472	2.82077	0	3.84717	0	3.84717	3.3454	2.93156	47363.3	5.84777	2006.6	1.11249	1.26047	1.11359	1.11359	1.18531	0.732105	0.140258	0.882125	1.25274	1.28577	1.11257	1.10416	10.7808	619.301	0	nan
194.133	78467.8	105.882	41.346	5016.88	34210.9	117.614	109.343	120.102	92.9568	4377.82	738.094	3.96718	4.67132	0	0.515106	0.307367	0	2361.25	0.0367687	0	11.0537	0.793964	37.073	32.9867	203879	1652.78	1.0145	0.058538	0.058538	188.16	149.392	27.569	46.8973	25.3025	47.9841	1033.23	28.1455	48.1317	1033.23	27.8778	48.1461	174.097	37.9904	2.56146	0	2.56146	0	0.413333	0.857368	0.913048	0	3.91178	3.09362	0.830985	2.80948	0	3.83096	0	3.83096	3.35042	2.92683	47351.8	5.82679	2012.27	1.11336	1.26159	1.1144	1.1144	1.18634	0.73273	0.140289	0.882651	1.25388	1.28682	1.11343	1.10499	10.8897	624.992	0	nan
195.144	78467.8	105.882	41.3388	5016.09	34211.7	110.324	109.415	120.177	93.024	4377.05	738.073	3.92244	4.67168	0	0.512613	0.312398	0	2361.25	0.0367687	0	11.0537	0.792314	37.0732	32.9863	177514	1356.08	0.905182	0.0591951	0.0591951	186.896	148.08	27.3928	48.751	25.1726	48.0107	1033.23	28.0047	48.144	1033.23	27.7414	48.1588	174.097	37.9904	2.56074	0	2.56074	0	0.373328	-2.20547	0.912748	0	3.91575	3.08537	0.833434	2.7983	0	3.83716	0	3.83716	3.35535	2.92202	47340.4	5.80483	2017.91	1.10452	1.25024	1.10623	1.10623	1.17585	0.726396	0.139978	0.877324	1.24235	1.27622	1.10474	1.09664	10.9989	630.671	0	nan
196.156	78467.8	105.882	41.3333	5015.3	34212.5	97.7681	109.447	120.21	93.0547	4376.47	738.073	3.8916	4.67174	0	0.510064	0.308098	0	2361.25	0.0367687	0	11.0537	0.792364	37.0735	32.9859	189615	1060.3	1.07047	0.0598248	0.0598248	186.941	148.125	27.3054	47.1394	25.0805	47.9609	1033.23	27.8648	48.0943	1033.23	27.6064	48.1032	174.097	37.9904	2.5602	0	2.5602	0	0.350647	-0.89058	0.912441	0	3.91989	3.07592	0.836002	2.78649	0	3.79319	0	3.79319	3.36023	2.91717	47328.9	5.78256	2023.53	1.11232	1.26026	1.11344	1.11344	1.18511	0.731987	0.140252	0.882026	1.25253	1.28557	1.11241	1.10401	11.1082	636.417	0	nan
197.167	78467.8	105.882	41.3197	5014.51	34213.2	106.69	109.503	120.267	93.109	4375.03	738.073	3.92831	4.67159	0	0.506708	0.308065	0	2361.25	0.0367687	0	11.0537	0.792499	37.0737	32.9854	203898	1275.09	1.16272	0.0592285	0.0592285	187.052	148.238	27.1024	47.1053	24.9306	47.9759	1033.23	27.7271	48.0606	1033.23	27.4734	48.0626	174.097	37.9904	2.56024	0	2.56024	0	0.412312	-0.863904	0.91215	0	3.92391	3.06906	0.838523	2.77513	0	3.77356	0	3.77356	3.36499	2.91249	47317.5	5.76155	2029.13	1.11265	1.26068	1.11375	1.11375	1.1855	0.732223	0.140264	0.882225	1.25296	1.28597	1.11274	1.10432	11.2176	642.157	0	nan
198.178	78467.8	105.882	41.303	5013.73	34214	117.78	109.547	120.311	93.1548	4373.26	738.073	3.95232	4.67111	0	0.503348	0.307937	0	2361.25	0.0367687	0	11.0537	0.792522	37.074	32.985	203943	1651.95	1.01504	0.0587711	0.0587711	187.076	148.262	26.9746	47.0219	24.7917	48.1057	1033.23	27.5813	48.2531	1033.23	27.3312	48.2675	174.097	37.9904	2.56009	0	2.56009	0	0.402025	0.87201	0.911867	0	3.92775	3.06301	0.840958	2.76423	0	3.75813	0	3.75813	3.36964	2.90788	47306.1	5.74127	2034.7	1.11352	1.26179	1.11454	1.11454	1.18653	0.732841	0.140294	0.882745	1.25408	1.287	1.11358	1.10513	11.3272	647.873	0	nan
199.189	78467.8	105.882	41.2832	5012.94	34214.8	110.482	109.584	120.347	93.1951	4371.16	738.073	3.90816	4.67034	0	0.500873	0.312967	0	2361.25	0.0367687	0	11.0537	0.790876	37.0742	32.9846	177752	1356.8	0.906415	0.0593422	0.0593422	185.829	146.968	26.87	48.8763	24.7112	48.1383	1033.23	27.4442	48.2649	1033.23	27.1977	48.2798	174.097	37.9904	2.55936	0	2.55936	0	0.371708	-2.20572	0.911571	0	3.93144	3.05509	0.843328	2.75343	0	3.76459	0	3.76459	3.37418	2.90319	47294.7	5.72022	2040.25	1.10471	1.25049	1.10641	1.10641	1.17609	0.726536	0.139984	0.877441	1.2426	1.27645	1.10493	1.09682	11.437	653.576	0	nan
200.2	78467.8	105.882	41.2722	5012.14	34215.6	97.9149	109.601	120.362	93.2142	4370	738.073	3.87785	4.66987	0	0.498354	0.308666	0	2361.25	0.0367687	0	11.0537	0.790932	37.0745	32.9842	189825	1061.98	1.07166	0.0599353	0.0599353	185.879	147.018	26.7928	47.2623	24.5921	48.0879	1033.23	27.3081	48.2155	1033.23	27.0654	48.2247	174.097	37.9904	2.5588	0	2.5588	0	0.349085	-0.885424	0.911267	0	3.9353	3.04599	0.845812	2.74204	0	3.72188	0	3.72188	3.37869	2.89846	47283.3	5.69872	2045.77	1.11251	1.2605	1.11361	1.11361	1.18533	0.732118	0.140259	0.882137	1.25277	1.28579	1.11259	1.10418	11.5469	659.344	0	nan
201.211	78467.8	108	41.1087	5011.34	34216.4	105.608	110.263	120.743	94.0262	4439.73	738.073	3.91215	4.66287	0	0.495057	0.308674	0	2361.25	0.0367687	0	11.0537	0.791016	37.0747	32.9838	203081	1234.48	1.15721	0.059713	0.059713	185.949	147.089	26.6448	47.2436	24.4699	48.1052	1033.23	27.1732	48.197	1033.23	26.9338	48.2009	174.097	37.9904	2.55881	0	2.55881	0	0.381547	-1.7447	0.910973	0	3.93908	3.03921	0.848281	2.73094	0	3.70316	0	3.70316	3.3831	2.89388	47271.9	5.67807	2051.28	1.11277	1.26083	1.11385	1.11385	1.18564	0.732306	0.140268	0.882295	1.25311	1.28611	1.11285	1.10443	11.657	665.13	0	nan
202.222	78467.8	105.882	40.7115	5010.55	34217.2	114.824	109.86	120.638	93.4302	4310.63	738.073	3.95352	4.63781	0	0.491793	0.308618	0	2361.25	0.0367687	0	11.0537	0.79108	37.075	32.9834	206651	1541.96	1.02744	0.0593763	0.0593763	186.005	147.145	26.4426	47.2021	24.3771	48.2016	1033.23	27.032	48.3657	1033.23	26.7961	48.3796	174.097	37.9904	2.55884	0	2.55884	0	0.378507	1.36624	0.910689	0	3.94269	3.03323	0.850668	2.72027	0	3.6868	0	3.6868	3.3874	2.88935	47260.6	5.65821	2056.76	1.11313	1.26129	1.11418	1.11418	1.18606	0.732561	0.14028	0.882509	1.25357	1.28653	1.1132	1.10476	11.7672	670.897	0	nan
203.233	78467.8	105.882	40.8702	5009.77	34218	115.959	109.352	120.024	93.0913	4327.43	738.072	3.9115	4.64616	0	0.488976	0.311409	0	2361.25	0.0367687	0	11.0537	0.790555	37.0752	32.983	180699	1560.09	0.917511	0.0594246	0.0594246	185.615	146.739	26.3045	48.2093	24.2405	48.2633	1033.23	26.8972	48.4088	1033.23	26.6651	48.4246	174.097	37.9904	2.55809	0	2.55809	0	0.390661	-1.30035	0.910403	0	3.94609	3.0269	0.852947	2.71005	0	3.69014	0	3.69014	3.39158	2.88485	47249.3	5.6384	2062.22	1.10871	1.25562	1.1101	1.1101	1.18082	0.729397	0.140125	0.879848	1.24781	1.28124	1.10886	1.10059	11.8775	676.617	0	nan
